"date","region_municipality_code","weeknumber","RNA_value","municipality_name","population","Total_reported","Hospital_admission","Deceased","reported_norm","hospital_norm","deceased_norm"
2020-09-28,"GM0971","40",4043154195000,"Stein",25007,6,1,0,23.9932818810733,3.99888031351222,0
2020-09-28,"GM0981","40",1517112180000,"Vaals",10105,2,0,0,19.7921820880752,0,0
2020-09-28,"GM0983","40",3542814824000,"Venlo",101802,148,1,1,145.380247932261,0.982298972515275,0.982298972515275
2020-09-28,"GM0984","40",7301023268000,"Venray",43614,40,0,0,91.7136699225019,0,0
2020-09-28,"GM0986","40",17716522000,"Voerendaal",12475,6,0,0,48.0961923847695,0,0
2020-09-28,"GM0988","40",18718873920000,"Weert",50105,36,1,0,71.8491168546053,1.99580880151681,0
2020-09-28,"GM0994","40",231767729333.333,"Valkenburg aan de Geul",16367,12,0,0,73.3182623571821,0,0
2020-09-28,"GM0995","40",1.6474e+13,"Lelystad",78598,61,2,0,77.6101173057839,2.5445940100257,0
2020-09-28,"GM1507","40",1150530225000,"Horst aan de Maas",42429,54,0,1,127.271441702609,0,2.35687855004832
2020-09-28,"GM1509","40",1581166721000,"Oude IJsselstreek",39388,26,0,0,66.0099522697268,0,0
2020-09-28,"GM1525","40",2249324996666.67,"Teylingen",37440,49,0,0,130.876068376068,0,0
2020-09-28,"GM1581","40",10737806257428.6,"Utrechtse Heuvelrug",49580,70,0,0,141.185962081484,0,0
2020-09-28,"GM1586","40",2625891051666.67,"Oost Gelre",29627,33,0,0,111.38488540858,0,0
2020-09-28,"GM1598","40",2974065612500,"Koggenland",22749,13,0,1,57.14536902721,0,4.39579761747769
2020-09-28,"GM1621","40",3436136656666.67,"Lansingerland",62373,142,1,1,227.662610424382,1.60325781989002,1.60325781989002
2020-09-28,"GM1640","40",525364392000,"Leudal",35879,10,0,0,27.8714568410491,0,0
2020-09-28,"GM1641","40",148225054666.667,"Maasgouw",23965,13,0,0,54.245775088671,0,0
2020-09-28,"GM1652","40",1197220830000,"Gemert-Bakel",30723,18,0,0,58.5880285128405,0,0
2020-09-28,"GM1655","40",3447271260000,"Halderberge",30284,45,1,0,148.593316602827,3.30207370228504,0
2020-09-28,"GM1658","40",576533700000,"Heeze-Leende",16152,20,0,0,123.823675086677,0,0
2020-09-28,"GM1659","40",1316186685000,"Laarbeek",22523,9,0,0,39.9591528659592,0,0
2020-09-28,"GM1667","40",17538700560000,"Reusel-De Mierden",13112,63,0,0,480.475899938987,0,0
2020-09-28,"GM1669","40",394213586000,"Roerdalen",20574,6,0,0,29.1630212890055,0,0
2020-09-28,"GM1674","40",8737388100000,"Roosendaal",77251,99,3,2,128.1536808585,3.88344487450001,2.58896324966667
2020-09-28,"GM1676","40",6.99109e+12,"Schouwen-Duiveland",33839,17,1,0,50.237891190638,2.95517007003753,0
2020-09-28,"GM1680","40",599017145333.333,"Aa en Hunze",25445,21,0,0,82.5309491059147,0,0
2020-09-28,"GM1681","40",7728578577333.33,"Borger-Odoorn",25559,24,0,0,93.9003873390978,0,0
2020-09-28,"GM1684","40",17010753210000,"Cuijk",25130,18,0,0,71.6275368085953,0,0
2020-09-28,"GM1685","40",2482206458000,"Landerd",15730,20,1,0,127.145581691036,6.35727908455181,0
2020-09-28,"GM1690","40",734281663000,"De Wolden",24330,8,0,0,32.8812166050144,0,0
2020-09-28,"GM1695","40",5.67082e+12,"Noord-Beveland",7392,3,0,0,40.5844155844156,0,0
2020-09-28,"GM1696","40",1332918383000,"Wijdemeren",24358,35,0,0,143.689958124641,0,0
2020-09-28,"GM1699","40",535935737000,"Noordenveld",31253,36,0,4,115.188941861581,0,12.7987713179535
2020-09-28,"GM1700","40",1815946139750,"Twenterand",33743,7,0,0,20.7450434164123,0,0
2020-09-28,"GM1701","40",989619186600,"Westerveld",19460,6,0,0,30.8324768756423,0,0
2020-09-28,"GM1702","40",7826240070000,"Sint Anthonis",11664,11,0,0,94.3072702331961,0,0
2020-09-28,"GM1705","40",4746774340000,"Lingewaard",46601,63,1,0,135.190231969271,2.14587669792494,0
2020-09-28,"GM1706","40",9.4620879e+13,"Cranendonck",21138,27,0,0,127.732046551235,0,0
2020-09-28,"GM1708","40",2270329432500,"Steenwijkerland",44126,36,0,1,81.5845533245705,0,2.26623759234918
2020-09-28,"GM1709","40",3510379048333.33,"Moerdijk",37129,44,1,0,118.505750222198,2.69331250504996,0
2020-09-28,"GM1711","40",242421430000,"Echt-Susteren",31610,6,1,0,18.9813350205631,3.16355583676052,0
2020-09-28,"GM1714","40",4.17053e+12,"Sluis",23210,2,0,0,8.61697544161999,0,0
2020-09-28,"GM1719","40",959473580000,"Drimmelen",27272,16,0,0,58.6682311528307,0,0
2020-09-28,"GM1721","40",8065868735000,"Bernheze",31240,27,0,0,86.4276568501921,0,0
2020-09-28,"GM1723","40",710458218285.714,"Alphen-Chaam",10203,5,0,0,49.0051945506224,0,0
2020-09-28,"GM1724","40",1.115856e+12,"Bergeijk",18635,23,0,0,123.42366514623,0,0
2020-09-28,"GM1728","40",27419456640000,"Bladel",20390,96,0,1,470.819028935753,0,4.90436488474743
2020-09-28,"GM1729","40",526144667500,"Gulpen-Wittem",14171,11,1,1,77.6233152212264,7.0566650201115,7.0566650201115
2020-09-28,"GM1730","40",4775941467166.67,"Tynaarlo",33887,21,0,0,61.970667217517,0,0
2020-09-28,"GM1731","40",3381734446485.71,"Midden-Drenthe",33185,17,0,0,51.2279644417659,0,0
2020-09-28,"GM1734","40",8191721340000,"Overbetuwe",47906,58,0,0,121.070429591283,0,0
2020-09-28,"GM1735","40",7263614442666.67,"Hof van Twente",35017,50,0,0,142.787788788303,0,0
2020-09-28,"GM1740","40",3033385680000,"Neder-Betuwe",24339,17,0,0,69.846748017585,0,0
2020-09-28,"GM1742","40",4033971516000,"Rijssen-Holten",38177,29,0,0,75.9619666291222,0,0
2020-09-28,"GM1771","40",1014429690000,"Geldrop-Mierlo",39726,47,0,0,118.310426420984,0,0
2020-09-28,"GM1773","40",6503241062333.33,"Olst-Wijhe",18252,11,0,0,60.2673679596757,0,0
2020-09-28,"GM1774","40",1710803965000,"Dinkelland",26461,24,0,0,90.6995200483731,0,0
2020-09-28,"GM1783","40",6349738982500,"Westland",110375,177,5,0,160.362400906002,4.53001132502831,0
2020-09-28,"GM1842","40",1278369910000,"Midden-Delfland",19341,20,0,0,103.407269531048,0,0
2020-09-28,"GM1859","40",11121546419600,"Berkelland",43747,36,0,0,82.2913571216312,0,0
2020-09-28,"GM1876","40",593835987833.333,"Bronckhorst",36055,26,0,0,72.1120510331438,0,0
2020-09-28,"GM1883","40",349349292000,"Sittard-Geleen",92429,28,0,0,30.2935225957221,0,0
2020-09-28,"GM1884","40",9368197006666.67,"Kaag en Braassem",27297,34,1,0,124.555811993992,3.66340623511741,0
2020-09-28,"GM1891","40",1239821420000,"Dantumadiel",18922,14,0,0,73.9879505337702,0,0
2020-09-28,"GM1892","40",11251438785000,"Zuidplas",43885,100,1,0,227.868292127151,2.27868292127151,0
2020-09-28,"GM1894","40",2374526549333.33,"Peel en Maas",43425,21,0,0,48.3592400690846,0,0
2020-09-28,"GM1895","40",6.85785e+12,"Oldambt",38209,36,0,0,94.2186395875317,0,0
2020-09-28,"GM1896","40",2304621720000,"Zwartewaterland",22685,10,0,0,44.0819925060613,0,0
2020-09-28,"GM1900","40",1453753186888.89,"Súdwest-Fryslân",89987,66,0,0,73.3439274561881,0,0
2020-09-28,"GM1901","40",12718776552000,"Bodegraven-Reeuwijk",34872,43,0,1,123.308098187658,0,2.86763019041064
2020-09-28,"GM1903","40",206731891666.667,"Eijsden-Margraten",25768,14,0,0,54.330953120149,0,0
2020-09-28,"GM1904","40",2354629974000,"Stichtse Vecht",64931,94,1,0,144.769062543315,1.54009641003527,0
2020-09-28,"GM1911","40",1803968864333.33,"Hollands Kroon",48432,26,0,0,53.6835150313842,0,0
2020-09-28,"GM1916","40",3505554675000,"Leidschendam-Voorburg",76534,147,2,2,192.071497635038,2.61321765489848,2.61321765489848
2020-09-28,"GM1924","40",10566832494000,"Goeree-Overflakkee",50049,57,1,0,113.888389378409,1.99804191891946,0
2020-09-28,"GM1926","40",5.035217e+12,"Pijnacker-Nootdorp",55308,93,0,0,168.149273161206,0,0
2020-09-28,"GM1930","40",9397883025000,"Nissewaard",85219,149,2,1,174.84363815581,2.34689447189007,1.17344723594504
2020-09-28,"GM1931","40",28080804232857.1,"Krimpenerwaard",56319,121,0,1,214.847564764999,0,1.77559970880165
2020-09-28,"GM1940","40",1479611381750,"De Fryske Marren",51564,30,0,0,58.1801256690714,0,0
2020-09-28,"GM1942","40",10199465533333.3,"Gooise Meren",58055,68,0,1,117.130307467057,0,1.72250452157437
2020-09-28,"GM1945","40",3917088950000,"Berg en Dal",34992,59,0,0,168.609967992684,0,0
2020-09-28,"GM1948","40",551778045000,"Meierijstad",81194,63,0,0,77.5919402911545,0,0
2020-09-28,"GM1949","40",4247911539600,"Waadhoeke",46090,27,0,0,58.5810371013235,0,0
2020-09-28,"GM1950","40",9486672726800,"Westerwolde",25733,12,0,0,46.6327284032177,0,0
2020-09-28,"GM1952","40",5367131938400,"Midden-Groningen",60797,25,0,0,41.120450022205,0,0
2020-09-28,"GM1954","40",98100494000,"Beekdaelen",35938,18,0,0,50.0862596694307,0,0
2020-09-28,"GM1955","40",1090828326000,"Montferland",36011,15,0,0,41.6539390741718,0,0
2020-09-28,"GM1959","40",1.4175e+13,"Altena",55967,54,1,0,96.4854289134669,1.78676720210124,0
2020-09-28,"GM1960","40",1260721020000,"West Betuwe",51128,45,0,0,88.0143952433109,0,0
2020-09-28,"GM1961","40",6524098325000,"Vijfheerenlanden",56811,102,2,5,179.542694196546,3.52044498424601,8.80111246061502
2020-09-28,"GM1963","40",29010584717500,"Hoeksche Waard",87401,132,0,0,151.028020274368,0,0
2020-09-28,"GM1966","40",2.3602e+12,"Het Hogeland",47801,46,0,0,96.2322963954729,0,0
2020-09-28,"GM1969","40",4763535422400,"Westerkwartier",63329,46,0,0,72.636548816498,0,0
2020-09-28,"GM1970","40",1285547579400,"Noardeast-Fryslân",45228,28,1,0,61.9085522242858,2.21101972229592,0
2020-09-28,"GM1978","40",9637963070000,"Molenlanden",43909,40,0,0,91.0974970962673,0,0
2020-09-28,"GM1979","40",688224173333.333,"Eemsdelta",45528,19,0,0,41.7325601827447,0,0
2020-10-05,"GM0014","41",10855442727333.3,"Groningen",232874,542,4,0,232.743887252334,1.71766706459287,0
2020-10-05,"GM0034","41",2.99819e+13,"Almere",211893,386,5,1,182.167414685714,2.35968153737972,0.471936307475943
2020-10-05,"GM0037","41",6155021704000,"Stadskanaal",31686,30,0,0,94.6790380609733,0,0
2020-10-05,"GM0047","41",2619762376500,"Veendam",27384,25,0,0,91.2941863862109,0,0
2020-10-05,"GM0050","41",18046164724000,"Zeewolde",22653,22,0,0,97.1173795965214,0,0
2020-10-05,"GM0059","41",3050224126000,"Achtkarspelen",27843,34,0,0,122.113278023202,0,0
2020-10-05,"GM0060","41",1.06042e+14,"Ameland",3716,9,0,0,242.195909580194,0,0
2020-10-05,"GM0072","41",0,"Harlingen",15722,10,0,0,63.6051392952551,0,0
2020-10-05,"GM0074","41",5055543148400,"Heerenveen",50493,63,1,1,124.769770067138,1.98047254074822,1.98047254074822
2020-10-05,"GM0080","41",5695392975750,"Leeuwarden",124084,260,5,0,209.535475967893,4.02952838399794,0
2020-10-05,"GM0085","41",184317818500,"Ooststellingwerf",25469,26,0,0,102.084887510307,0,0
2020-10-05,"GM0086","41",209887218600,"Opsterland",29733,26,1,0,87.4449265126291,3.36326640433189,0
2020-10-05,"GM0088","41",0,"Schiermonnikoog",947,0,0,0,0,0,0
2020-10-05,"GM0090","41",25695828800,"Smallingerland",56150,56,0,1,99.7328584149599,0,1.78094390026714
2020-10-05,"GM0093","41",5.65271e+13,"Terschelling",4888,12,0,0,245.499181669394,0,0
2020-10-05,"GM0096","41",1.16167e+13,"Vlieland",1155,4,0,0,346.320346320346,0,0
2020-10-05,"GM0098","41",2010311331500,"Weststellingwerf",25914,16,0,0,61.7426873504669,0,0
2020-10-05,"GM0106","41",10728328810000,"Assen",68599,81,0,0,118.077522995962,0,0
2020-10-05,"GM0109","41",25701033307600,"Coevorden",35297,52,1,0,147.321302093662,2.83310196333966,0
2020-10-05,"GM0114","41",60125891650000,"Emmen",107048,237,11,3,221.396009266871,10.2757641431881,2.80248112996039
2020-10-05,"GM0118","41",1701288268750,"Hoogeveen",55699,73,4,0,131.061598951507,7.18145747679492,0
2020-10-05,"GM0119","41",3513943529000,"Meppel",33920,30,0,0,88.4433962264151,0,0
2020-10-05,"GM0141","41",27538976730000,"Almelo",73107,166,2,1,227.064439793727,2.7357161420931,1.36785807104655
2020-10-05,"GM0147","41",6097184170000,"Borne",23312,57,0,0,244.509265614276,0,0
2020-10-05,"GM0148","41",14727595464200,"Dalfsen",28587,69,0,0,241.368454192465,0,0
2020-10-05,"GM0150","41",3729674611333.33,"Deventer",100719,166,1,1,164.814980291703,0.99286132705845,0.99286132705845
2020-10-05,"GM0153","41",10485137576666.7,"Enschede",159640,283,1,0,177.273866198948,0.626409421197695,0
2020-10-05,"GM0158","41",62720304600000,"Haaksbergen",24311,61,0,1,250.915223561351,0,4.11336432067788
2020-10-05,"GM0160","41",7330023869125,"Hardenberg",60948,59,0,0,96.8038327754807,0,0
2020-10-05,"GM0163","41",22896111188750,"Hellendoorn",35916,45,1,1,125.292348813899,2.78427441808665,2.78427441808665
2020-10-05,"GM0164","41",20884266480000,"Hengelo",81140,213,5,2,262.509243283214,6.16218880946512,2.46487552378605
2020-10-05,"GM0166","41",5974661976400,"Kampen",54319,51,1,0,93.8897991494689,1.84097645391115,0
2020-10-05,"GM0168","41",23177970833333.3,"Losser",22683,54,0,0,238.063748181457,0,0
2020-10-05,"GM0171","41",14017294200000,"Noordoostpolder",47291,63,0,0,133.217736990125,0,0
2020-10-05,"GM0173","41",102396056350000,"Oldenzaal",31836,85,0,0,266.993340871969,0,0
2020-10-05,"GM0175","41",9373486006909.09,"Ommen",18009,14,0,0,77.738908323616,0,0
2020-10-05,"GM0177","41",5887914146375,"Raalte",37712,59,0,0,156.448875689436,0,0
2020-10-05,"GM0180","41",2343788024250,"Staphorst",17145,36,0,0,209.97375328084,0,0
2020-10-05,"GM0183","41",19924353406000,"Tubbergen",21275,83,0,0,390.129259694477,0,0
2020-10-05,"GM0184","41",6247987200000,"Urk",21031,9,0,0,42.7939708050021,0,0
2020-10-05,"GM0189","41",3256341152857.14,"Wierden",24446,45,0,0,184.079194960321,0,0
2020-10-05,"GM0193","41",16951628393444.4,"Zwolle",128840,145,0,0,112.542688606023,0,0
2020-10-05,"GM0197","41",6098660182666.67,"Aalten",27121,54,2,0,199.107702518344,7.37435935253125,0
2020-10-05,"GM0200","41",1349264818500,"Apeldoorn",163818,218,4,1,133.074509516659,2.44173411957172,0.61043352989293
2020-10-05,"GM0202","41",16820138456666.7,"Arnhem",161348,266,2,0,164.861045690061,1.23955673451174,0
2020-10-05,"GM0203","41",6267685493333.33,"Barneveld",59082,106,2,1,179.41166514336,3.38512575742189,1.69256287871094
2020-10-05,"GM0209","41",3460647665000,"Beuningen",25890,56,1,0,216.299729625338,3.86249517188103,0
2020-10-05,"GM0213","41",2639202317250,"Brummen",20726,25,0,0,120.621441667471,0,0
2020-10-05,"GM0214","41",8132639156000,"Buren",26749,63,2,0,235.522823283113,7.47691502486074,0
2020-10-05,"GM0216","41",34125222666666.7,"Culemborg",28955,61,0,0,210.671731997928,0,0
2020-10-05,"GM0221","41",6524554560000,"Doesburg",11077,38,1,0,343.053173241852,9.02771508531191,0
2020-10-05,"GM0222","41",5559840900000,"Doetinchem",58001,104,0,0,179.307253323219,0,0
2020-10-05,"GM0225","41",17283900520000,"Druten",18926,22,0,0,116.242206488429,0,0
2020-10-05,"GM0226","41",1961975600000,"Duiven",25126,74,1,0,294.515641168511,3.97994109687177,0
2020-10-05,"GM0228","41",16731140773400,"Ede",117165,275,4,2,234.71173131908,3.41398881918662,1.70699440959331
2020-10-05,"GM0230","41",1946877101500,"Elburg",23161,20,0,0,86.3520573377661,0,0
2020-10-05,"GM0232","41",2091102872000,"Epe",33178,29,1,0,87.407318102357,3.01404545180541,0
2020-10-05,"GM0233","41",4220193660000,"Ermelo",27008,29,0,0,107.375592417062,0,0
2020-10-05,"GM0243","41",3806788041000,"Harderwijk",48414,83,0,0,171.438013797662,0,0
2020-10-05,"GM0244","41",12377716840000,"Hattem",12209,15,0,0,122.860185109346,0,0
2020-10-05,"GM0246","41",1113273632000,"Heerde",18589,10,0,0,53.7952552584862,0,0
2020-10-05,"GM0252","41",4539586485000,"Heumen",16454,65,1,0,395.040719581865,6.07754953202869,0
2020-10-05,"GM0262","41",2405432196000,"Lochem",33729,67,0,0,198.642118058644,0,0
2020-10-05,"GM0263","41",7998338900000,"Maasdriel",25030,56,1,0,223.731522173392,3.99520575309628,0
2020-10-05,"GM0267","41",32143915236666.7,"Nijkerk",43171,128,0,0,296.495332514883,0,0
2020-10-05,"GM0268","41",25670732985000,"Nijmegen",177659,366,8,1,206.012642196568,4.50300857260257,0.562876071575321
2020-10-05,"GM0269","41",12012856359500,"Oldebroek",23646,25,0,0,105.726127040514,0,0
2020-10-05,"GM0273","41",2137049880000,"Putten",24112,25,0,0,103.682813536828,0,0
2020-10-05,"GM0274","41",18454844730000,"Renkum",31419,96,0,2,305.547598586842,0,6.36557497055922
2020-10-05,"GM0275","41",5472070126666.67,"Rheden",43761,53,0,0,121.112406023628,0,0
2020-10-05,"GM0277","41",134206800000,"Rozendaal",1704,3,0,0,176.056338028169,0,0
2020-10-05,"GM0279","41",14171292855000,"Scherpenzeel",9880,18,1,0,182.186234817814,10.1214574898785,0
2020-10-05,"GM0281","41",6683597450000,"Tiel",42159,85,1,0,201.617685428971,2.3719727697526,0
2020-10-05,"GM0285","41",4007172939750,"Voorst",24552,23,0,0,93.6787227109808,0,0
2020-10-05,"GM0289","41",8525522806666.67,"Wageningen",39664,120,0,0,302.541347317467,0,0
2020-10-05,"GM0293","41",1174309500000,"Westervoort",14971,20,0,0,133.591610446864,0,0
2020-10-05,"GM0294","41",7526052461000,"Winterswijk",28854,15,0,0,51.9858598461219,0,0
2020-10-05,"GM0296","41",12545573975000,"Wijchen",41110,79,3,0,192.167355874483,7.29749452687911,0
2020-10-05,"GM0297","41",18356816800000,"Zaltbommel",28881,43,1,0,148.886811398497,3.46248398601157,0
2020-10-05,"GM0299","41",2067087500000,"Zevenaar",43750,50,1,0,114.285714285714,2.28571428571429,0
2020-10-05,"GM0301","41",4215114750000,"Zutphen",47934,56,0,0,116.827304209955,0,0
2020-10-05,"GM0302","41",1545911019000,"Nunspeet",27851,40,1,0,143.62141395282,3.59053534882051,0
2020-10-05,"GM0303","41",7765210552000,"Dronten",41555,29,2,0,69.7870292383588,4.81289856816268,0
2020-10-05,"GM0307","41",10043581080000,"Amersfoort",157276,370,3,1,235.255220122587,1.90747475775071,0.635824919250235
2020-10-05,"GM0308","41",22365558600000,"Baarn",24868,45,0,0,180.955444748271,0,0
2020-10-05,"GM0310","41",22134769540000,"De Bilt",43137,139,1,0,322.229176808772,2.31819551660987,0
2020-10-05,"GM0312","41",32100510000,"Bunnik",15191,31,0,0,204.068198275295,0,0
2020-10-05,"GM0313","41",2757684630000,"Bunschoten",21866,42,0,0,192.079026799598,0,0
2020-10-05,"GM0317","41",10515480000,"Eemnes",9247,13,0,0,140.586136044122,0,0
2020-10-05,"GM0321","41",62867665600000,"Houten",50146,96,1,0,191.440992302477,1.9941770031508,0
2020-10-05,"GM0327","41",1325573690000,"Leusden",30401,67,0,0,220.387487253709,0,0
2020-10-05,"GM0331","41",127658880000,"Lopik",14467,27,0,0,186.631644432156,0,0
2020-10-05,"GM0335","41",NA,"Montfoort",13917,23,0,0,165.265502622692,0,0
2020-10-05,"GM0339","41",1936441665000,"Renswoude",5444,14,0,0,257.163850110213,0,0
2020-10-05,"GM0340","41",643048920000,"Rhenen",20119,38,0,0,188.876186689199,0,0
2020-10-05,"GM0342","41",21098850395000,"Soest",46606,152,1,0,326.138265459383,2.14564648328541,0
2020-10-05,"GM0344","41",49602809610000,"Utrecht",357597,1336,10,0,373.604923978669,2.7964440417565,0
2020-10-05,"GM0345","41",23214300965000,"Veenendaal",66493,150,0,3,225.587655843472,0,4.51175311686944
2020-10-05,"GM0351","41",19036477280000,"Woudenberg",13362,27,0,0,202.065559048047,0,0
2020-10-05,"GM0352","41",NA,"Wijk bij Duurstede",23914,44,0,1,183.992640294388,0,4.18165091578155
2020-10-05,"GM0353","41",13603649400000,"IJsselstein",34109,65,1,0,190.565539886833,2.93177753672051,0
2020-10-05,"GM0355","41",21367834540000,"Zeist",64905,143,1,0,220.322009090209,1.54071335028118,0
2020-10-05,"GM0356","41",13104218390000,"Nieuwegein",63462,115,1,0,181.21080331537,1.57574611578582,0
2020-10-05,"GM0358","41",8850850240000,"Aalsmeer",31859,77,0,0,241.689946325999,0,0
2020-10-05,"GM0361","41",6466305312727.27,"Alkmaar",109436,150,2,0,137.066413246098,1.82755217661464,0
2020-10-05,"GM0362","41",23997166010000,"Amstelveen",91675,206,0,1,224.706844832288,0,1.09080992637033
2020-10-05,"GM0363","41",40713451920000,"Amsterdam",872757,3301,53,7,378.226699986365,6.07270981498859,0.80205601330038
2020-10-05,"GM0370","41",4816719600000,"Beemster",10022,10,0,0,99.7804829375374,0,0
2020-10-05,"GM0373","41",2706441491666.67,"Bergen (NH,)",29839,58,0,1,194.376487147693,0,3.35131874392573
2020-10-05,"GM0375","41",6.656628e+12,"Beverwijk",41626,101,1,0,242.636813530005,2.40234468841589,0
2020-10-05,"GM0376","41",NA,"Blaricum",11540,24,0,0,207.972270363951,0,0
2020-10-05,"GM0377","41",NA,"Bloemendaal",23571,40,1,0,169.700055152518,4.24250137881295,0
2020-10-05,"GM0383","41",3967309284000,"Castricum",35986,39,0,1,108.375479353082,0,2.77885844495081
2020-10-05,"GM0384","41",1538416640000,"Diemen",30780,135,0,0,438.59649122807,0,0
2020-10-05,"GM0385","41",26798483119250,"Edam-Volendam",36197,131,1,0,361.90844545128,2.76265988894107,0
2020-10-05,"GM0388","41",3181687105000,"Enkhuizen",18591,20,1,0,107.578936044323,5.37894680221613,0
2020-10-05,"GM0392","41",NA,"Haarlem",162902,314,9,5,192.753925673104,5.52479404795521,3.06933002664178
2020-10-05,"GM0394","41",30614400000,"Haarlemmermeer",156002,401,4,2,257.047986564275,2.56406969141421,1.28203484570711
2020-10-05,"GM0396","41",6232267965000,"Heemskerk",39182,94,1,3,239.906079322138,2.55219233321423,7.65657699964269
2020-10-05,"GM0397","41",NA,"Heemstede",27234,30,0,0,110.15642211941,0,0
2020-10-05,"GM0398","41",4756405617500,"Heerhugowaard",57587,56,0,0,97.2441696910761,0,0
2020-10-05,"GM0399","41",23626504200000,"Heiloo",23968,23,0,0,95.9612817089453,0,0
2020-10-05,"GM0400","41",29606911500000,"Den Helder",56296,28,0,0,49.7371038794941,0,0
2020-10-05,"GM0402","41",95965284620000,"Hilversum",90831,155,0,1,170.646585416873,0,1.10094571236692
2020-10-05,"GM0405","41",6288165250000,"Hoorn",73261,84,1,0,114.658549569348,1.36498273296843,0
2020-10-05,"GM0406","41",3.31983e+13,"Huizen",41273,102,1,0,247.134930826448,2.42289147869067,0
2020-10-05,"GM0415","41",7416305186000,"Landsmeer",11491,22,0,0,191.454181533374,0,0
2020-10-05,"GM0416","41",4614482250000,"Langedijk",28163,58,2,1,205.943969037389,7.10151617370309,3.55075808685154
2020-10-05,"GM0417","41",NA,"Laren",11280,26,1,1,230.496453900709,8.86524822695035,8.86524822695035
2020-10-05,"GM0420","41",3865771147500,"Medemblik",45101,53,0,0,117.514024079289,0,0
2020-10-05,"GM0431","41",6525654286000,"Oostzaan",9735,40,0,0,410.888546481767,0,0
2020-10-05,"GM0432","41",2445869805000,"Opmeer",11836,4,0,0,33.7952010814464,0,0
2020-10-05,"GM0437","41",2599056570000,"Ouder-Amstel",14026,50,0,0,356.480821331812,0,0
2020-10-05,"GM0439","41",38941784700000,"Purmerend",81249,183,1,0,225.233541335893,1.23078437888466,0
2020-10-05,"GM0441","41",11316180540000,"Schagen",46483,47,0,0,101.112234580384,0,0
2020-10-05,"GM0448","41",1.87528e+13,"Texel",13575,6,0,0,44.1988950276243,0,0
2020-10-05,"GM0450","41",1446890063333.33,"Uitgeest",13666,41,0,0,300.014634860237,0,0
2020-10-05,"GM0451","41",28897421880000,"Uithoorn",29478,67,0,0,227.288147092747,0,0
2020-10-05,"GM0453","41",NA,"Velsen",68648,124,3,1,180.631628015383,4.37012003263023,1.45670667754341
2020-10-05,"GM0457","41",28444490880000,"Weesp",19738,65,0,0,329.31401357787,0,0
2020-10-05,"GM0473","41",NA,"Zandvoort",17116,26,0,0,151.904650619304,0,0
2020-10-05,"GM0479","41",35026677050000,"Zaanstad",156794,381,6,2,242.993992117045,3.82667704121331,1.27555901373777
2020-10-05,"GM0482","41",2.6222845e+14,"Alblasserdam",20165,98,0,0,485.990577733697,0,0
2020-10-05,"GM0484","41",9359703015000,"Alphen aan den Rijn",111897,263,3,0,235.037579202302,2.68103702512132,0
2020-10-05,"GM0489","41",58988916594000,"Barendrecht",48714,210,3,1,431.087572361128,6.15839389087326,2.05279796362442
2020-10-05,"GM0498","41",3387254160000,"Drechterland",19719,14,0,0,70.997515086972,0,0
2020-10-05,"GM0501","41",10316460726666.7,"Brielle",17271,62,0,0,358.983266747727,0,0
2020-10-05,"GM0502","41",7924591690000,"Capelle aan den IJssel",67122,231,1,1,344.149459193707,1.48982449867406,1.48982449867406
2020-10-05,"GM0503","41",9337737680000,"Delft",103595,319,2,0,307.929919397654,1.93059510594141,0
2020-10-05,"GM0505","41",4.15114e+13,"Dordrecht",119284,321,1,1,269.105663793971,0.838335401227323,0.838335401227323
2020-10-05,"GM0512","41",41594449525000,"Gorinchem",37022,76,0,0,205.283345038085,0,0
2020-10-05,"GM0513","41",NA,"Gouda",73427,218,3,0,296.893513285304,4.08569054979776,0
2020-10-05,"GM0518","41",73342641930000,"'s-Gravenhage",545838,1900,33,14,348.088627028532,6.04574983786398,2.56486356757866
2020-10-05,"GM0523","41",10854602363333.3,"Hardinxveld-Giessendam",18295,45,0,0,245.968843946433,0,0
2020-10-05,"GM0530","41",26643657280000,"Hellevoetsluis",40142,88,1,0,219.221762742265,2.49115639479847,0
2020-10-05,"GM0531","41",16842221130000,"Hendrik-Ido-Ambacht",31202,116,0,0,371.771040317928,0,0
2020-10-05,"GM0532","41",3712479650000,"Stede Broec",21726,18,1,0,82.8500414250207,4.60278007916782,0
2020-10-05,"GM0534","41",NA,"Hillegom",22209,50,0,0,225.133954703048,0,0
2020-10-05,"GM0537","41",15533766940000,"Katwijk",65753,215,4,0,326.981278420756,6.08337262178152,0
2020-10-05,"GM0542","41",57515910920000,"Krimpen aan den IJssel",29526,133,2,0,450.45045045045,6.7736909842173,0
2020-10-05,"GM0546","41",22422326893333.3,"Leiden",125099,330,4,1,263.791077466646,3.19746760565632,0.79936690141408
2020-10-05,"GM0547","41",24489115200000,"Leiderdorp",27056,88,2,0,325.251330573625,7.39207569485512,0
2020-10-05,"GM0553","41",30220680000,"Lisse",22955,35,1,0,152.472228272707,4.35634937922021,0
2020-10-05,"GM0556","41",2.8963371e+13,"Maassluis",33213,110,0,0,331.19561617439,0,0
2020-10-05,"GM0569","41",1173739116666.67,"Nieuwkoop",28811,69,1,0,239.491860747631,3.47089653257436,0
2020-10-05,"GM0575","41",13671196650000,"Noordwijk",43508,96,1,0,220.649076031994,2.29842787533327,0
