"date","region_municipality_code","weeknumber","RNA_value","municipality_name","Security_region_name","sum_population","Total_reported","Hospital_admission","Deceased","population","reported_norm","hospital_norm","deceased_norm"
2020-10-19,"VR22","43",26196877727500,"Brabant-Zuidoost","Brabant-Zuidoost",375473891,2751,43,11,5464277,0.732674112885255,0.0114521944216888,0.0029296311311297
2020-10-19,"VR23","43",74883854675000,"Limburg-Noord","Limburg-Noord",250128177,1510,7,5,3640119,0.603690483059811,0.0027985651532574,0.00199897510946957
2020-10-19,"VR24","43",40791729065000,"Limburg-Zuid","Limburg-Zuid",287245504,1046,22,7,4180288,0.364148432415499,0.00765895364545027,0.00243693979627963
2020-10-19,"VR25","43",45099952328000,"Flevoland","Flevoland",203473101,1250,14,3,2961147,0.614331817747251,0.00688051635876921,0.0014743963625934
2020-10-26,"VR01","44",15573708744000,"Groningen","Groningen",281643297,938,8,4,4098759,0.333045383998612,0.00284047235819711,0.00142023617909856
2020-10-26,"VR02","44",35768117777777.8,"Fryslân","Fryslân",312629317,924,5,5,4549699,0.295557693970204,0.00159933817083444,0.00159933817083444
2020-10-26,"VR03","44",24341028440615.4,"Drenthe","Drenthe",237461042,861,12,7,3455774,0.36258579207279,0.00505346051669393,0.00294785196807146
2020-10-26,"VR04","44",17867788415560,"IJsselland","IJsselland",255575502,1353,1,7,3719394,0.529393462758414,0.000391273808394985,0.00273891665876489
2020-10-26,"VR05","44",66306371207826.1,"Twente","Twente",303541784,3444,8,16,4417448,1.1346049148871,0.0026355514863812,0.00527110297276239
2020-10-26,"VR06","44",38513142495638.9,"Noord- en Oost-Gelderland","Noord- en Oost-Gelderland",398138611,2644,17,11,5794117,0.664090326069882,0.00426986972132678,0.00276285687850556
2020-10-26,"VR07","44",72605284687272.7,"Gelderland-Midden","Gelderland-Midden",335076625,2216,26,9,4876375,0.661341267836872,0.00775941920747232,0.00268595280258657
2020-10-26,"VR08","44",68256447423333.3,"Gelderland-Zuid","Gelderland-Zuid",270127676,2398,28,13,3931172,0.887728364419794,0.010365468808905,0.00481253908984876
2020-10-26,"VR09","44",98909389524117.6,"Utrecht","Utrecht",651675154,5752,64,38,9483838,0.882648350899074,0.00982084395993406,0.00583112610121085
2020-10-26,"VR10","44",37112508933846.2,"Noord-Holland-Noord","Noord-Holland-Noord",318781788,2221,12,11,4639236,0.696714832404416,0.00376433047674606,0.00345063627035055
2020-10-26,"VR11","44",78495132431111.1,"Zaanstreek-Waterland","Zaanstreek-Waterland",163146542,1414,18,9,2374274,0.8667054677751,0.0110330257566844,0.00551651287834222
2020-10-26,"VR12","44",77611281660000,"Kennemerland","Kennemerland",264524507,2040,19,6,3849629,0.771195086283631,0.00718269933303382,0.00226822084201068
2020-10-26,"VR13","44",29877555023333.3,"Amsterdam-Amstelland","Amsterdam-Amstelland",934742692,4471,79,35,13603324,0.478313447996446,0.00845152368412419,0.00374434593600439
2020-10-26,"VR14","44",105181614067500,"Gooi en Vechtstreek","Gooi en Vechtstreek",123653075,878,8,2,1799525,0.710051084455441,0.00646971375358033,0.00161742843839508
2020-10-26,"VR15","44",50112967313333.3,"Haaglanden","Haaglanden",537291911,4876,76,27,7819217,0.90751412782762,0.0141450110161811,0.00502520128206434
2020-10-26,"VR16","44",60541421872500,"Hollands-Midden","Hollands-Midden",389061660,3685,43,23,5662020,0.947150639309975,0.0110522326975112,0.00591165934983159
2020-10-26,"VR17","44",50766641867083.3,"Rotterdam-Rijnmond","Rotterdam-Rijnmond",636571754,8227,100,47,9264038,1.2923916193743,0.0157091481630522,0.00738329963663452
2020-10-26,"VR18","44",79009330955000,"Zuid-Holland-Zuid","Zuid-Holland-Zuid",220957451,2600,3,19,3215597,1.17669713704291,0.00135772746581875,0.00859894061685207
2020-10-26,"VR19","44",41747648669565.2,"Zeeland","Zeeland",184457728,830,9,2,2684416,0.449967593659182,0.0048791666782321,0.00108425926182936
2020-10-26,"VR20","44",87515720085892.9,"Midden- en West-Brabant","Midden- en West-Brabant",538280847,5677,59,41,7833609,1.05465391006193,0.0109608209782727,0.00761684169676578
2020-10-26,"VR21","44",18630252469692.3,"Brabant-Noord","Brabant-Noord",312114647,2962,23,15,4542209,0.949010252633225,0.0073690870393532,0.00480592633001296
2020-10-26,"VR22","44",47826642624916.7,"Brabant-Zuidoost","Brabant-Zuidoost",375473891,3456,9,21,5464277,0.920436835380386,0.00239697092546976,0.00559293215942943
2020-10-26,"VR23","44",47560740201250,"Limburg-Noord","Limburg-Noord",250128177,1685,19,4,3640119,0.673654611891246,0.00759610541598438,0.00159918008757566
2020-10-26,"VR24","44",24238262839000,"Limburg-Zuid","Limburg-Zuid",287245504,1349,16,6,4180288,0.469633112168746,0.00557014810578201,0.00208880553966826
2020-10-26,"VR25","44",28280876377600,"Flevoland","Flevoland",203473101,1225,13,5,2961147,0.602045181392306,0.00638905090457141,0.002457327270989
2020-11-02,"VR01","45",10629651365360,"Groningen","Groningen",281643297,573,6,9,4098759,0.203448832655868,0.00213035426864783,0.00319553140297175
2020-11-02,"VR02","45",16449814814115.4,"Fryslân","Fryslân",312629317,667,5,7,4549699,0.213351711989314,0.00159933817083444,0.00223907343916821
2020-11-02,"VR03","45",73848200142000,"Drenthe","Drenthe",237461042,699,6,8,3455774,0.294364075097422,0.00252673025834697,0.00336897367779596
2020-11-02,"VR04","45",15129696270000,"IJsselland","IJsselland",255575502,1017,10,7,3719394,0.397925463137699,0.00391273808394985,0.00273891665876489
2020-11-02,"VR05","45",41277504035454.5,"Twente","Twente",303541784,2364,17,29,4417448,0.778805464225643,0.00560054690856004,0.00955387413813184
2020-11-02,"VR06","45",22012357750857.1,"Noord- en Oost-Gelderland","Noord- en Oost-Gelderland",398138611,1883,19,19,5794117,0.472950863838725,0.00477220733560052,0.00477220733560052
2020-11-02,"VR07","45",13177037700625,"Gelderland-Midden","Gelderland-Midden",335076625,1758,23,24,4876375,0.524656114105244,0.00686410160661013,0.00716254080689753
2020-11-02,"VR08","45",31972001826266.7,"Gelderland-Zuid","Gelderland-Zuid",270127676,1642,28,42,3931172,0.607860706579358,0.010365468808905,0.0155482032133575
2020-11-02,"VR09","45",28737084121333.3,"Utrecht","Utrecht",651675154,3662,72,48,9483838,0.561936415332477,0.0110484494549258,0.00736563296995055
2020-11-02,"VR10","45",32284396424000,"Noord-Holland-Noord","Noord-Holland-Noord",318781788,1649,17,14,4639236,0.517281746346187,0.00533280150872358,0.00439171888953706
2020-11-02,"VR11","45",37514139640000,"Zaanstreek-Waterland","Zaanstreek-Waterland",163146542,1121,27,13,2374274,0.687112326291292,0.0165495386350267,0.00796829637982765
2020-11-02,"VR12","45",35179558617500,"Kennemerland","Kennemerland",264524507,1215,15,10,3849629,0.459314720507163,0.0056705521050267,0.0037803680700178
2020-11-02,"VR13","45",8061564120000,"Amsterdam-Amstelland","Amsterdam-Amstelland",934742692,3015,41,23,13603324,0.322548657058664,0.004386233810748,0.00246057018651717
2020-11-02,"VR14","45",55548450305000,"Gooi en Vechtstreek","Gooi en Vechtstreek",123653075,714,10,18,1799525,0.577421952507044,0.00808714219197541,0.0145568559455557
2020-11-02,"VR15","45",26505740520000,"Haaglanden","Haaglanden",537291911,3340,85,35,7819217,0.621636010447959,0.0158200781102026,0.00651414981008341
2020-11-02,"VR16","45",30005428834736.8,"Hollands-Midden","Hollands-Midden",389061660,2401,45,18,5662020,0.617125830388941,0.0115662900322792,0.00462651601291168
2020-11-02,"VR17","45",31416206576470.6,"Rotterdam-Rijnmond","Rotterdam-Rijnmond",636571754,6143,132,89,9264038,0.965012971656295,0.0207360755752289,0.0139811418651164
2020-11-02,"VR18","45",46162199488941.2,"Zuid-Holland-Zuid","Zuid-Holland-Zuid",220957451,2062,1,34,3215597,0.933211344839419,0.000452575821939582,0.0153875779459458
2020-11-02,"VR19","45",26797753168750,"Zeeland","Zeeland",184457728,800,8,2,2684416,0.433703704731742,0.00433703704731742,0.00108425926182936
2020-11-02,"VR20","45",32487160971363.6,"Midden- en West-Brabant","Midden- en West-Brabant",538280847,4733,44,44,7833609,0.879280774409571,0.00817417157701693,0.00817417157701693
2020-11-02,"VR21","45",20974071911333.3,"Brabant-Noord","Brabant-Noord",312114647,2227,23,15,4542209,0.713519862462591,0.0073690870393532,0.00480592633001296
2020-11-02,"VR22","45",28684587884166.7,"Brabant-Zuidoost","Brabant-Zuidoost",375473891,2389,22,25,5464277,0.636262615660805,0.0058592622622594,0.00665825257074932
2020-11-02,"VR23","45",29987617953333.3,"Limburg-Noord","Limburg-Noord",250128177,1580,14,18,3640119,0.631676134592385,0.00559713030651481,0.00719631039409047
2020-11-02,"VR24","45",10242261228000,"Limburg-Zuid","Limburg-Zuid",287245504,995,14,3,4180288,0.346393585328319,0.00487387959255926,0.00104440276983413
2020-11-02,"VR25","45",34677274112727.3,"Flevoland","Flevoland",203473101,1172,8,6,2961147,0.575997512319823,0.00393172363358241,0.0029487927251868
2020-11-09,"VR01","46",32551375262880,"Groningen","Groningen",281643297,497,7,4,4098759,0.176464345252996,0.00248541331342247,0.00142023617909856
2020-11-09,"VR02","46",28099891112745.5,"Fryslân","Fryslân",312629317,576,6,8,4549699,0.184243757280127,0.00191920580500133,0.0025589410733351
2020-11-09,"VR03","46",16737705140625,"Drenthe","Drenthe",237461042,534,9,9,3455774,0.22487899299288,0.00379009538752045,0.00379009538752045
2020-11-09,"VR04","46",13584220415090.9,"IJsselland","IJsselland",255575502,734,6,11,3719394,0.287194975361919,0.00234764285036991,0.00430401189234483
2020-11-09,"VR05","46",55053565115000,"Twente","Twente",303541784,2002,34,21,4417448,0.659546759466894,0.0112010938171201,0.00691832265175064
2020-11-09,"VR06","46",14336557173368.4,"Noord- en Oost-Gelderland","Noord- en Oost-Gelderland",398138611,1379,13,17,5794117,0.346361785041743,0.0032651944927793,0.00426986972132678
2020-11-09,"VR07","46",34393385098076.9,"Gelderland-Midden","Gelderland-Midden",335076625,1395,20,22,4876375,0.416322684400919,0.00596878400574794,0.00656566240632273
2020-11-09,"VR08","46",44608816820000,"Gelderland-Zuid","Gelderland-Zuid",270127676,1235,12,22,3931172,0.457191213535632,0.00444234377524501,0.00814429692128251
2020-11-09,"VR09","46",52195358197234,"Utrecht","Utrecht",651675154,2975,51,47,9483838,0.45651579345006,0.00782598503057245,0.00721218228307658
2020-11-09,"VR10","46",31665673313000,"Noord-Holland-Noord","Noord-Holland-Noord",318781788,1248,15,13,4639236,0.39149036958159,0.00470541309593257,0.00407802468314156
2020-11-09,"VR11","46",39083042814444.4,"Zaanstreek-Waterland","Zaanstreek-Waterland",163146542,762,15,7,2374274,0.467064757032975,0.00919418813057037,0.0042906211275995
2020-11-09,"VR12","46",29696203534444.4,"Kennemerland","Kennemerland",264524507,1226,8,11,3849629,0.463473125384182,0.00302429445601424,0.00415840487701958
2020-11-09,"VR13","46",40403504834285.7,"Amsterdam-Amstelland","Amsterdam-Amstelland",934742692,2568,36,38,13603324,0.274728010390265,0.00385132724846165,0.00406528987337619
2020-11-09,"VR14","46",59394059369285.7,"Gooi en Vechtstreek","Gooi en Vechtstreek",123653075,618,6,2,1799525,0.49978538746408,0.00485228531518525,0.00161742843839508
2020-11-09,"VR15","46",44662353784000,"Haaglanden","Haaglanden",537291911,2618,47,24,7819217,0.487258405794239,0.008747572602112,0.00446684558405719
2020-11-09,"VR16","46",58554052756296.3,"Hollands-Midden","Hollands-Midden",389061660,1976,40,23,5662020,0.507888646750749,0.0102811466953593,0.00591165934983159
2020-11-09,"VR17","46",63213666063846.2,"Rotterdam-Rijnmond","Rotterdam-Rijnmond",636571754,4040,114,59,9264038,0.634649585787308,0.0179084289058795,0.00926839741620078
2020-11-09,"VR18","46",52888429570625,"Zuid-Holland-Zuid","Zuid-Holland-Zuid",220957451,1421,1,14,3215597,0.643110242976147,0.000452575821939582,0.00633606150715415
2020-11-09,"VR19","46",18144328268565.2,"Zeeland","Zeeland",184457728,633,14,3,2684416,0.343168056368991,0.00758981483280549,0.00162638889274403
2020-11-09,"VR20","46",43524815564939.4,"Midden- en West-Brabant","Midden- en West-Brabant",538280847,2843,34,48,7833609,0.528162949851344,0.00631640530951308,0.00891727808401847
2020-11-09,"VR21","46",54210096401538.5,"Brabant-Noord","Brabant-Noord",312114647,1510,19,21,4542209,0.483796583887971,0.00608750668468308,0.00672829686201814
2020-11-09,"VR22","46",75303544545000,"Brabant-Zuidoost","Brabant-Zuidoost",375473891,1698,22,27,5464277,0.452228514605294,0.0058592622622594,0.00719091277640927
2020-11-09,"VR23","46",20758783591304.3,"Limburg-Noord","Limburg-Noord",250128177,1239,17,9,3640119,0.49534603212656,0.00679651537219655,0.00359815519704523
2020-11-09,"VR24","46",19478176558333.3,"Limburg-Zuid","Limburg-Zuid",287245504,883,13,11,4180288,0.307402548587845,0.00452574533594789,0.00382947682272514
2020-11-09,"VR25","46",74723983684000,"Flevoland","Flevoland",203473101,940,8,4,2961147,0.461977526945933,0.00393172363358241,0.0019658618167912
2020-11-16,"VR01","47",13712197295478.3,"Groningen","Groningen",281643297,633,4,2,4098759,0.224752375342347,0.00142023617909856,0.000710118089549278
2020-11-16,"VR02","47",10377744041910.7,"Fryslân","Fryslân",312629317,748,10,20,4549699,0.239260990356832,0.00319867634166888,0.00639735268333776
2020-11-16,"VR03","47",10521721211720,"Drenthe","Drenthe",237461042,675,7,7,3455774,0.284257154064034,0.00294785196807146,0.00294785196807146
2020-11-16,"VR04","47",10199232797800,"IJsselland","IJsselland",255575502,764,6,11,3719394,0.298933189613768,0.00234764285036991,0.00430401189234483
2020-11-16,"VR05","47",24752359647333.3,"Twente","Twente",303541784,1485,6,23,4417448,0.48922424465951,0.0019766636147859,0.00757721052334594
2020-11-16,"VR06","47",11892862079276.6,"Noord- en Oost-Gelderland","Noord- en Oost-Gelderland",398138611,1393,19,22,5794117,0.349878148341659,0.00477220733560052,0.00552571375701112
2020-11-16,"VR07","47",8933360056827.59,"Gelderland-Midden","Gelderland-Midden",335076625,1441,11,10,4876375,0.430050887614139,0.00328283120316137,0.00298439200287397
2020-11-16,"VR08","47",9233824912461.54,"Gelderland-Zuid","Gelderland-Zuid",270127676,1110,18,14,3931172,0.410916799210163,0.00666351566286751,0.00518273440445251
2020-11-16,"VR09","47",16549001059729.7,"Utrecht","Utrecht",651675154,2985,50,29,9483838,0.4580503003188,0.00767253434369849,0.00445006991934512
2020-11-16,"VR10","47",9074709511250,"Noord-Holland-Noord","Noord-Holland-Noord",318781788,1337,7,2,4639236,0.41940915395079,0.00219585944476853,0.000627388412791009
2020-11-16,"VR11","47",13785023511666.7,"Zaanstreek-Waterland","Zaanstreek-Waterland",163146542,744,9,22,2374274,0.45603173127629,0.00551651287834222,0.0134848092581699
2020-11-16,"VR12","47",10617419284571.4,"Kennemerland","Kennemerland",264524507,875,5,7,3849629,0.330782206126558,0.0018901840350089,0.00264625764901246
2020-11-16,"VR13","47",73482087158000,"Amsterdam-Amstelland","Amsterdam-Amstelland",934742692,2396,44,24,13603324,0.256327224647615,0.0047071777481198,0.00256755149897444
2020-11-16,"VR14","47",13693887590000,"Gooi en Vechtstreek","Gooi en Vechtstreek",123653075,521,3,1,1799525,0.421340108201919,0.00242614265759262,0.000808714219197541
2020-11-16,"VR15","47",32903867700000,"Haaglanden","Haaglanden",537291911,2327,79,31,7819217,0.433097903087545,0.0147033667141883,0.00576967554607387
2020-11-16,"VR16","47",26249184333428.6,"Hollands-Midden","Hollands-Midden",389061660,1950,30,22,5662020,0.501205901398765,0.00771086002151947,0.00565463068244761
2020-11-16,"VR17","47",15967286954285.7,"Rotterdam-Rijnmond","Rotterdam-Rijnmond",636571754,3780,133,44,9264038,0.593805800563372,0.0208931670568594,0.00691202519174296
2020-11-16,"VR18","47",24843442890000,"Zuid-Holland-Zuid","Zuid-Holland-Zuid",220957451,1137,3,17,3215597,0.514578709545305,0.00135772746581875,0.0076937889729729
2020-11-16,"VR19","47",14044918095454.5,"Zeeland","Zeeland",184457728,638,25,10,2684416,0.345878704523564,0.0135532407728669,0.00542129630914678
2020-11-16,"VR20","47",25741881889473.7,"Midden- en West-Brabant","Midden- en West-Brabant",538280847,3186,36,31,7833609,0.591884332826726,0.00668795856301385,0.00575907542926193
2020-11-16,"VR21","47",11362709857142.9,"Brabant-Noord","Brabant-Noord",312114647,1481,13,18,4542209,0.474505126316613,0.0041651361526779,0.00576711159601555
2020-11-16,"VR22","47",9040508683333.33,"Brabant-Zuidoost","Brabant-Zuidoost",375473891,1751,23,13,5464277,0.466344010055282,0.00612559236508937,0.00346229133678965
2020-11-16,"VR23","47",12950476859285.7,"Limburg-Noord","Limburg-Noord",250128177,1100,5,11,3640119,0.439774524083306,0.00199897510946957,0.00439774524083306
2020-11-16,"VR24","47",17815113553888.9,"Limburg-Zuid","Limburg-Zuid",287245504,925,11,5,4180288,0.322024187365523,0.00382947682272514,0.00174067128305688
2020-11-16,"VR25","47",38919927788000,"Flevoland","Flevoland",203473101,1117,11,6,2961147,0.548966912338943,0.00540611999617581,0.0029487927251868
2020-11-23,"VR01","48",9105386700735.42,"Groningen","Groningen",281643297,659,4,2,4098759,0.233983910506487,0.00142023617909856,0.000710118089549278
2020-11-23,"VR02","48",5875541237054.55,"Fryslân","Fryslân",312629317,694,7,9,4549699,0.22198813811182,0.00223907343916821,0.00287880870750199
2020-11-23,"VR03","48",6658121689797.22,"Drenthe","Drenthe",237461042,557,3,9,3455774,0.234564792316543,0.00126336512917348,0.00379009538752045
2020-11-23,"VR04","48",7262354552696.88,"IJsselland","IJsselland",255575502,825,12,3,3719394,0.322800891925862,0.00469528570073981,0.00117382142518495
2020-11-23,"VR05","48",15800648340545.5,"Twente","Twente",303541784,1771,15,19,4417448,0.583445210297637,0.00494165903696474,0.00625943478015534
2020-11-23,"VR06","48",6968968941596.43,"Noord- en Oost-Gelderland","Noord- en Oost-Gelderland",398138611,1298,14,18,5794117,0.326017111663656,0.00351636329991617,0.00452103852846365
2020-11-23,"VR07","48",11383179842366.7,"Gelderland-Midden","Gelderland-Midden",335076625,1528,8,13,4876375,0.456015098039143,0.00238751360229918,0.00387970960373616
2020-11-23,"VR08","48",16668090604423.1,"Gelderland-Zuid","Gelderland-Zuid",270127676,1151,12,14,3931172,0.426094807108917,0.00444234377524501,0.00518273440445251
2020-11-23,"VR09","48",23706773012812.5,"Utrecht","Utrecht",651675154,2719,46,36,9483838,0.417232417610324,0.00705873159620261,0.00552422472746291
2020-11-23,"VR10","48",11509381465454.5,"Noord-Holland-Noord","Noord-Holland-Noord",318781788,1111,7,5,4639236,0.348514263305406,0.00219585944476853,0.00156847103197752
2020-11-23,"VR11","48",11417709360000,"Zaanstreek-Waterland","Zaanstreek-Waterland",163146542,573,8,4,2374274,0.351217986587788,0.00490356700297086,0.00245178350148543
2020-11-23,"VR12","48",29978568576000,"Kennemerland","Kennemerland",264524507,1156,14,8,3849629,0.437010548894058,0.00529251529802492,0.00302429445601424
2020-11-23,"VR13","48",20768452046666.7,"Amsterdam-Amstelland","Amsterdam-Amstelland",934742692,2130,38,21,13603324,0.227870195533981,0.00406528987337619,0.00224660756160263
2020-11-23,"VR14","48",6590096917500,"Gooi en Vechtstreek","Gooi en Vechtstreek",123653075,344,1,17,1799525,0.278197691403954,0.000808714219197541,0.0137481417263582
2020-11-23,"VR15","48",8425459304000,"Haaglanden","Haaglanden",537291911,2136,50,30,7819217,0.39754925698109,0.00930592830011915,0.00558355698007149
2020-11-23,"VR16","48",21773921133333.3,"Hollands-Midden","Hollands-Midden",389061660,1708,34,30,5662020,0.439004963891842,0.0087389746910554,0.00771086002151947
2020-11-23,"VR17","48",16927242484866.7,"Rotterdam-Rijnmond","Rotterdam-Rijnmond",636571754,3201,79,113,9264038,0.5028498326993,0.0124102270488112,0.017751337424249
2020-11-23,"VR18","48",15329481274375,"Zuid-Holland-Zuid","Zuid-Holland-Zuid",220957451,1087,12,9,3215597,0.491949918448326,0.00543090986327499,0.00407318239745624
2020-11-23,"VR19","48",13673216220774.2,"Zeeland","Zeeland",184457728,531,9,5,2684416,0.287870834015694,0.0048791666782321,0.00271064815457339
2020-11-23,"VR20","48",21276647704363.6,"Midden- en West-Brabant","Midden- en West-Brabant",538280847,2721,38,30,7833609,0.505498201387797,0.00705951181651462,0.00557329880251154
2020-11-23,"VR21","48",6664399023428.57,"Brabant-Noord","Brabant-Noord",312114647,1266,19,14,4542209,0.405620182253094,0.00608750668468308,0.00448553124134543
2020-11-23,"VR22","48",13739933142000,"Brabant-Zuidoost","Brabant-Zuidoost",375473891,1666,18,10,5464277,0.443705951314735,0.00479394185093951,0.00266330102829973
2020-11-23,"VR23","48",9282266746733.33,"Limburg-Noord","Limburg-Noord",250128177,1080,9,15,3640119,0.431778623645428,0.00359815519704523,0.00599692532840872
2020-11-23,"VR24","48",11967858357842.1,"Limburg-Zuid","Limburg-Zuid",287245504,963,13,11,4180288,0.335253289116755,0.00452574533594789,0.00382947682272514
2020-11-23,"VR25","48",49589158580000,"Flevoland","Flevoland",203473101,1223,10,10,2961147,0.60106225048391,0.00491465454197801,0.00491465454197801
2020-11-30,"VR01","49",22050164342489.4,"Groningen","Groningen",281643297,799,7,6,4098759,0.283692176774937,0.00248541331342247,0.00213035426864783
2020-11-30,"VR02","49",31552115678111.1,"Fryslân","Fryslân",312629317,798,9,10,4549699,0.255254372065176,0.00287880870750199,0.00319867634166888
2020-11-30,"VR03","49",8985296478843.75,"Drenthe","Drenthe",237461042,552,7,4,3455774,0.232459183767921,0.00294785196807146,0.00168448683889798
2020-11-30,"VR04","49",8919322959584.62,"IJsselland","IJsselland",255575502,1017,4,9,3719394,0.397925463137699,0.00156509523357994,0.00352146427555486
2020-11-30,"VR05","49",32063873080119,"Twente","Twente",303541784,1649,14,14,4417448,0.543253050130324,0.00461221510116709,0.00461221510116709
2020-11-30,"VR06","49",11003336829174.5,"Noord- en Oost-Gelderland","Noord- en Oost-Gelderland",398138611,1595,6,12,5794117,0.400614247383306,0.00150701284282122,0.00301402568564243
2020-11-30,"VR07","49",16379146195500,"Gelderland-Midden","Gelderland-Midden",335076625,1904,9,12,4876375,0.568228237347204,0.00268595280258657,0.00358127040344876
2020-11-30,"VR08","49",15427994381714.3,"Gelderland-Zuid","Gelderland-Zuid",270127676,1259,11,13,3931172,0.466075901086122,0.00407214846064126,0.00481253908984876
2020-11-30,"VR09","49",23084930671085.1,"Utrecht","Utrecht",651675154,3419,58,41,9483838,0.524647898422102,0.00890013983869024,0.00629147816183276
2020-11-30,"VR10","49",8782677266153.85,"Noord-Holland-Noord","Noord-Holland-Noord",318781788,1316,3,7,4639236,0.412821575616484,0.000941082619186514,0.00219585944476853
2020-11-30,"VR11","49",4907877708666.67,"Zaanstreek-Waterland","Zaanstreek-Waterland",163146542,811,13,8,2374274,0.497099104926171,0.00796829637982765,0.00490356700297086
2020-11-30,"VR12","49",13726496920850,"Kennemerland","Kennemerland",264524507,1108,12,15,3849629,0.418864782157972,0.00453644168402136,0.0056705521050267
2020-11-30,"VR13","49",13682251887400,"Amsterdam-Amstelland","Amsterdam-Amstelland",934742692,2448,27,14,13603324,0.261890252895393,0.00288849543634624,0.00149773837440175
2020-11-30,"VR14","49",14988897763166.7,"Gooi en Vechtstreek","Gooi en Vechtstreek",123653075,501,5,1,1799525,0.405165823817968,0.00404357109598771,0.000808714219197541
2020-11-30,"VR15","49",34199467755000,"Haaglanden","Haaglanden",537291911,2418,45,21,7819217,0.450034692593762,0.00837533547010724,0.00390848988605004
2020-11-30,"VR16","49",14486340060333.3,"Hollands-Midden","Hollands-Midden",389061660,1850,23,12,5662020,0.475503034660367,0.00591165934983159,0.00308434400860779
2020-11-30,"VR17","49",20295874409142.9,"Rotterdam-Rijnmond","Rotterdam-Rijnmond",636571754,2898,48,42,9264038,0.455251113765252,0.00754039111826504,0.00659784222848191
2020-11-30,"VR18","49",18037938506666.7,"Zuid-Holland-Zuid","Zuid-Holland-Zuid",220957451,1124,9,6,3215597,0.508695223860091,0.00407318239745624,0.00271545493163749
2020-11-30,"VR19","49",9658499111794.12,"Zeeland","Zeeland",184457728,492,13,3,2684416,0.266727778410021,0.00704768520189081,0.00162638889274403
2020-11-30,"VR20","49",19588655012914.3,"Midden- en West-Brabant","Midden- en West-Brabant",538280847,2871,38,18,7833609,0.533364695400355,0.00705951181651462,0.00334397928150693
2020-11-30,"VR21","49",7669012746846.15,"Brabant-Noord","Brabant-Noord",312114647,1694,15,17,4542209,0.542749280202797,0.00480592633001296,0.00544671650734802
2020-11-30,"VR22","49",15638579924600,"Brabant-Zuidoost","Brabant-Zuidoost",375473891,1712,15,16,5464277,0.455957136044913,0.00399495154244959,0.00426128164527956
2020-11-30,"VR23","49",9312767111875,"Limburg-Noord","Limburg-Noord",250128177,1323,4,11,3640119,0.528928813965649,0.00159918008757566,0.00439774524083306
2020-11-30,"VR24","49",24461629810500,"Limburg-Zuid","Limburg-Zuid",287245504,1344,10,12,4180288,0.467892440885689,0.00348134256611376,0.00417761107933651
2020-11-30,"VR25","49",22369656488888.9,"Flevoland","Flevoland",203473101,1250,7,9,2961147,0.614331817747251,0.00344025817938461,0.00442318908778021
2020-12-07,"VR01","50",16177860117130.4,"Groningen","Groningen",281643297,1299,10,4,4098759,0.461221699162256,0.00355059044774639,0.00142023617909856
2020-12-07,"VR02","50",14613412403054.5,"Fryslân","Fryslân",312629317,1097,7,5,4549699,0.350894794681076,0.00223907343916821,0.00159933817083444
2020-12-07,"VR03","50",13008125388242.4,"Drenthe","Drenthe",237461042,930,16,1,3455774,0.39164319004378,0.00673794735559191,0.000421121709724495
2020-12-07,"VR04","50",11968242304283,"IJsselland","IJsselland",255575502,1740,6,6,3719394,0.680816426607273,0.00234764285036991,0.00234764285036991
2020-12-07,"VR05","50",19782872191820.5,"Twente","Twente",303541784,2381,30,14,4417448,0.784406011134203,0.00988331807392949,0.00461221510116709
2020-12-07,"VR06","50",9769241789500,"Noord- en Oost-Gelderland","Noord- en Oost-Gelderland",398138611,2413,14,7,5794117,0.606070331621265,0.00351636329991617,0.00175818164995808
2020-12-07,"VR07","50",16596350606758.6,"Gelderland-Midden","Gelderland-Midden",335076625,2617,13,19,4876375,0.781015387152118,0.00387970960373616,0.00567034480546054
2020-12-07,"VR08","50",23520422318064.5,"Gelderland-Zuid","Gelderland-Zuid",270127676,1903,10,13,3931172,0.704481683690937,0.00370195314603751,0.00481253908984876
2020-12-07,"VR09","50",26220485061767.4,"Utrecht","Utrecht",651675154,4968,45,33,9483838,0.762343012389882,0.00690528090932864,0.005063872666841
2020-12-07,"VR10","50",16470055086476.2,"Noord-Holland-Noord","Noord-Holland-Noord",318781788,2010,8,3,4639236,0.630525354854964,0.00250955365116404,0.000941082619186514
2020-12-07,"VR11","50",27481171750500,"Zaanstreek-Waterland","Zaanstreek-Waterland",163146542,999,10,11,2374274,0.612332929495986,0.00612945875371358,0.00674240462908494
2020-12-07,"VR12","50",18801993555900,"Kennemerland","Kennemerland",264524507,1525,14,21,3849629,0.576506130677715,0.00529251529802492,0.00793877294703738
2020-12-07,"VR13","50",10471934679400,"Amsterdam-Amstelland","Amsterdam-Amstelland",934742692,3149,34,23,13603324,0.336884152927937,0.00363736462354712,0.00246057018651717
2020-12-07,"VR14","50",20514034072857.1,"Gooi en Vechtstreek","Gooi en Vechtstreek",123653075,774,4,3,1799525,0.625944805658897,0.00323485687679016,0.00242614265759262
2020-12-07,"VR15","50",39994813494285.7,"Haaglanden","Haaglanden",537291911,3703,28,29,7819217,0.689197049906824,0.00521131984806672,0.00539743841406911
2020-12-07,"VR16","50",18642011464615.4,"Hollands-Midden","Hollands-Midden",389061660,2976,34,17,5662020,0.764917314134731,0.0087389746910554,0.0043694873455277
