Date_of_report,Date_of_statistic_reported,Security_region_code,Security_region_name,Total_cases_reported,Total_deceased_reported,Total_new_infected_locations_reported,Total_infected_locations_reported
7/2/2021 10:00,1/2/2021,VR01,Groningen,0,0,0,12
7/2/2021 10:00,1/3/2021,VR01,Groningen,0,0,1,13
7/2/2021 10:00,1/4/2021,VR01,Groningen,7,0,0,12
7/2/2021 10:00,1/5/2021,VR01,Groningen,0,0,0,12
7/2/2021 10:00,1/6/2021,VR01,Groningen,1,0,0,12
7/2/2021 10:00,1/7/2021,VR01,Groningen,1,0,0,12
7/2/2021 10:00,1/8/2021,VR01,Groningen,4,0,1,13
7/2/2021 10:00,1/9/2021,VR01,Groningen,5,0,0,13
7/2/2021 10:00,1/10/2021,VR01,Groningen,0,0,0,13
7/2/2021 10:00,1/11/2021,VR01,Groningen,2,0,0,13
7/2/2021 10:00,1/12/2021,VR01,Groningen,0,0,0,11
7/2/2021 10:00,1/13/2021,VR01,Groningen,1,0,1,12
7/2/2021 10:00,1/14/2021,VR01,Groningen,1,0,0,10
7/2/2021 10:00,1/15/2021,VR01,Groningen,2,0,0,9
7/2/2021 10:00,1/16/2021,VR01,Groningen,3,0,0,9
7/2/2021 10:00,1/17/2021,VR01,Groningen,4,0,1,10
7/2/2021 10:00,1/18/2021,VR01,Groningen,1,0,0,10
7/2/2021 10:00,1/19/2021,VR01,Groningen,0,0,0,9
7/2/2021 10:00,1/20/2021,VR01,Groningen,1,0,0,8
7/2/2021 10:00,1/21/2021,VR01,Groningen,0,0,0,7
7/2/2021 10:00,1/22/2021,VR01,Groningen,0,0,0,4
7/2/2021 10:00,1/23/2021,VR01,Groningen,1,0,0,4
7/2/2021 10:00,1/24/2021,VR01,Groningen,1,0,0,4
7/2/2021 10:00,1/25/2021,VR01,Groningen,0,0,0,4
7/2/2021 10:00,1/26/2021,VR01,Groningen,0,0,0,4
7/2/2021 10:00,1/27/2021,VR01,Groningen,0,0,0,4
7/2/2021 10:00,1/28/2021,VR01,Groningen,2,0,0,4
7/2/2021 10:00,1/29/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,1/30/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,1/31/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,2/1/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,2/2/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,2/3/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,2/4/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,2/5/2021,VR01,Groningen,1,0,0,2
7/2/2021 10:00,2/6/2021,VR01,Groningen,0,1,0,2
7/2/2021 10:00,2/7/2021,VR01,Groningen,0,0,0,2
7/2/2021 10:00,2/8/2021,VR01,Groningen,0,0,0,2
7/2/2021 10:00,2/9/2021,VR01,Groningen,3,0,0,1
7/2/2021 10:00,2/10/2021,VR01,Groningen,0,0,0,1
7/2/2021 10:00,2/11/2021,VR01,Groningen,0,0,0,1
7/2/2021 10:00,2/12/2021,VR01,Groningen,0,0,1,2
7/2/2021 10:00,2/13/2021,VR01,Groningen,2,0,0,2
7/2/2021 10:00,2/14/2021,VR01,Groningen,0,0,1,3
7/2/2021 10:00,2/15/2021,VR01,Groningen,1,0,0,3
7/2/2021 10:00,2/16/2021,VR01,Groningen,2,0,0,3
7/2/2021 10:00,2/17/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,2/18/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,2/19/2021,VR01,Groningen,3,0,0,3
7/2/2021 10:00,2/20/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,2/21/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,2/22/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,2/23/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,2/24/2021,VR01,Groningen,1,0,0,3
7/2/2021 10:00,2/25/2021,VR01,Groningen,1,0,0,2
7/2/2021 10:00,2/26/2021,VR01,Groningen,0,0,0,2
7/2/2021 10:00,2/27/2021,VR01,Groningen,0,0,1,3
7/2/2021 10:00,2/28/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,3/1/2021,VR01,Groningen,0,0,0,3
7/2/2021 10:00,3/2/2021,VR01,Groningen,1,0,0,3
7/2/2021 10:00,3/3/2021,VR01,Groningen,1,0,0,3
7/2/2021 10:00,3/4/2021,VR01,Groningen,2,0,0,3
7/2/2021 10:00,3/5/2021,VR01,Groningen,3,0,1,4
7/2/2021 10:00,3/6/2021,VR01,Groningen,1,0,0,3
7/2/2021 10:00,3/7/2021,VR01,Groningen,0,0,1,4
7/2/2021 10:00,3/8/2021,VR01,Groningen,1,0,0,4
7/2/2021 10:00,3/9/2021,VR01,Groningen,0,0,0,4
7/2/2021 10:00,3/10/2021,VR01,Groningen,0,0,0,4
7/2/2021 10:00,3/11/2021,VR01,Groningen,1,0,0,4
7/2/2021 10:00,3/12/2021,VR01,Groningen,0,0,1,5
7/2/2021 10:00,3/13/2021,VR01,Groningen,4,0,0,5
7/2/2021 10:00,3/14/2021,VR01,Groningen,0,0,1,6
7/2/2021 10:00,3/15/2021,VR01,Groningen,0,0,0,6
7/2/2021 10:00,3/16/2021,VR01,Groningen,2,0,0,5
7/2/2021 10:00,3/17/2021,VR01,Groningen,1,0,0,5
7/2/2021 10:00,3/18/2021,VR01,Groningen,1,0,0,5
7/2/2021 10:00,3/19/2021,VR01,Groningen,0,0,0,5
7/2/2021 10:00,3/20/2021,VR01,Groningen,1,0,0,5
7/2/2021 10:00,3/21/2021,VR01,Groningen,3,0,0,5
7/2/2021 10:00,3/22/2021,VR01,Groningen,0,0,2,7
7/2/2021 10:00,3/23/2021,VR01,Groningen,5,0,0,7
7/2/2021 10:00,3/24/2021,VR01,Groningen,0,0,0,7
7/2/2021 10:00,3/25/2021,VR01,Groningen,2,0,0,7
7/2/2021 10:00,3/26/2021,VR01,Groningen,1,0,0,7
7/2/2021 10:00,3/27/2021,VR01,Groningen,2,0,1,8
7/2/2021 10:00,3/28/2021,VR01,Groningen,0,0,0,7
7/2/2021 10:00,3/29/2021,VR01,Groningen,0,0,0,6
7/2/2021 10:00,3/30/2021,VR01,Groningen,2,0,0,6
7/2/2021 10:00,3/31/2021,VR01,Groningen,0,0,1,7
7/2/2021 10:00,4/1/2021,VR01,Groningen,1,0,0,6
7/2/2021 10:00,4/2/2021,VR01,Groningen,0,0,0,6
7/2/2021 10:00,4/3/2021,VR01,Groningen,0,0,0,6
7/2/2021 10:00,4/4/2021,VR01,Groningen,0,0,0,6
7/2/2021 10:00,4/5/2021,VR01,Groningen,0,0,0,6
7/2/2021 10:00,4/6/2021,VR01,Groningen,0,0,0,5
7/2/2021 10:00,4/7/2021,VR01,Groningen,0,0,0,5
7/2/2021 10:00,4/8/2021,VR01,Groningen,0,0,0,5
