Version,Date_measurement,RWZI_AWZI_code,RWZI_AWZI_name,RNA_per_ml,RNA_flow_per_100000
1,11/4/2020,17067,Haastrecht,,8.03265E+12
1,11/4/2020,29003,Land Van Cuijk,,1.83398E+13
1,11/4/2020,25017,Nieuwveer,,9.17987E+12
1,11/4/2020,29002,Oijen,,1.41443E+13
1,11/4/2020,17005,Stolwijk,,7.18994E+13
1,11/4/2020,10009,Utrecht,,2.95414E+13
1,11/3/2020,8026,Hattem,,9.8561E+12
1,11/4/2020,8026,Hattem,,5.43525E+12
1,11/4/2020,6004,Lelystad,,2.34999E+13
1,11/3/2020,6004,Lelystad,,2.13982E+13
1,11/1/2020,1010,Ter Apel,,2.81794E+12
1,11/2/2020,2024,Sloten,,1.39414E+13
1,11/1/2020,5020,Almelo-Sumpel,,3.79415E+13
1,10/30/2020,6005,Almere,,4.65628E+13
1,11/2/2020,9017,Bergharen,,1.61935E+13
1,11/2/2020,9039,Dreumel,,1.04499E+13
1,11/2/2020,9027,Druten,,1.52876E+13
1,11/2/2020,9034,Eck En Wiel,,3.39123E+13
1,11/2/2020,17048,Goedereede,,1.21518E+13
1,11/2/2020,13004,Heemstede,,5.38126E+12
1,11/2/2020,25020,Kaatsheuvel,,4.29754E+13
1,11/2/2020,9043,Lienden,,5.26E+13
1,11/3/2020,4024,Hardenberg,,1.33712E+13
1,11/3/2020,8005,Nijkerk,,2.29116E+13
1,11/3/2020,4016,Ommen,,1.03838E+13
1,11/3/2020,10010,Soest,,1.16367E+13
1,11/3/2020,10020,Woudenberg,,2.02983E+13
1,11/3/2020,28003,Aarle-Rixtel,,2.54735E+13
1,11/4/2020,7002,Aalten,,1.78789E+13
1,11/4/2020,1046,Bellingwolde,,4.02316E+12
1,11/4/2020,3034,Coevorden,,3.55522E+13
1,11/4/2020,4005,Genemuiden,,3.91712E+13
1,11/4/2020,1026,Hoogezand,,2.68804E+12
1,11/4/2020,10037,Loenen,,1.65039E+13
1,11/4/2020,1027,Oude Pekela,,4.84373E+12
1,11/4/2020,30023,Panheel,,9.97422E+12
1,11/4/2020,7014,Ruurlo,,8.37658E+12
1,11/4/2020,1038,Scheve Klap,,0
1,11/4/2020,3028,Sleen,,1.92451E+13
1,11/4/2020,3027,Smilde,,1.37219E+13
1,11/2/2020,9041,Zaltbommel,,1.38882E+13
1,11/5/2020,5025,Den Ham,,2.71478E+13
1,11/4/2020,5022,Rijssen,,3.82162E+13
1,11/5/2020,5014,Vroomshoop,,3.91818E+13
1,11/5/2020,5003,Glanerbrug,,3.15293E+13
1,11/4/2020,5016,Goor,,3.21102E+13
1,11/4/2020,5001,Haaksbergen,,1.74429E+13
1,11/5/2020,5015,Losser,,3.13846E+13
1,11/5/2020,9024,Nijmegen,,3.39405E+13
1,11/5/2020,2025,Akkrum,,2.18934E+13
1,11/5/2020,17016,Alblasserdam,,2.99578E+13
1,11/5/2020,6005,Almere,,4.01043E+13
1,11/5/2020,2020,Ameland,,9.55627E+11
1,11/6/2020,28002,Asten,,2.7342E+13
1,11/5/2020,25026,Baarle-Nassau,,8.60552E+13
1,11/5/2020,2029,Birdaard,,6.72764E+13
1,11/5/2020,2023,Bolsward,,1.89953E+13
1,11/5/2020,10025,Bunnik,,3.37456E+13
1,11/5/2020,2013,Burgum,,4.98887E+12
1,11/5/2020,25019,Chaam,,1.04513E+14
1,11/5/2020,2021,Damwoude,,1.14904E+13
1,11/5/2020,10003,De Bilt,,1.01551E+14
1,11/6/2020,15007,De Groote Lucht,,1.26665E+14
1,11/5/2020,2028,Dokkum,,9.97609E+12
1,11/5/2020,2012,Drachten,,2.85032E+13
1,11/5/2020,10008,Driebergen,,7.81554E+13
1,11/5/2020,1034,Feerwerd,,9.12987E+11
1,10/27/2020,4026,Zwolle,,2.36958E+13
1,11/2/2020,17011,Ridderkerk,,3.91218E+13
1,11/2/2020,25013,Riel,,1.30235E+13
1,11/2/2020,9025,Tiel,,3.99967E+13
1,11/2/2020,17029,Vianen,,3.015E+13
1,11/2/2020,25003,Waalwijk,,8.6008E+13
1,11/8/2020,12023,Den Helder,,3.88642E+13
1,11/8/2020,12019,Stolpen,,3.83974E+13
1,11/7/2020,1033,Garmerwolde,,2.7117E+13
1,11/8/2020,4005,Genemuiden,,9.75132E+13
1,11/7/2020,14003,Leidsche Rijn,,8.58578E+13
1,11/7/2020,10028,Nieuwegein,,5.26516E+13
1,11/7/2020,9016,Arnhem,,3.71502E+13
1,11/7/2020,9013,Asperen,,3.64195E+13
1,11/7/2020,9031,Beesd,,1.88019E+14
1,11/6/2020,27011,Biest-Houtakker,,6.82239E+13
1,11/7/2020,9019,Culemborg,,7.64266E+13
1,11/8/2020,17061,Dokhaven,,1.04471E+14
1,11/7/2020,17044,Dordrecht,,1.39815E+14
1,11/8/2020,9034,Eck En Wiel,,3.30144E+13
1,11/8/2020,27003,Eindhoven,,5.49368E+13
1,11/7/2020,9012,Geldermalsen,,7.56588E+13
1,11/7/2020,13039,Gouda,,7.31732E+13
1,11/6/2020,27009,Haaren,,2.97119E+13
1,11/7/2020,13010,Haarlem Waarderpolder,,2.89677E+13
1,11/6/2020,27005,Hapert,,8.524E+13
1,11/8/2020,17026,Hardinxveld-Giessendam,,1.14939E+14
1,11/8/2020,29003,Land Van Cuijk,,6.55241E+13
1,11/8/2020,9043,Lienden,,5.61451E+13
1,11/6/2020,25016,Nieuw-Vossemeer,,3.24619E+13
1,11/7/2020,9024,Nijmegen,,5.60594E+13
1,11/6/2020,13023,Noordwijk,,6.63119E+13
1,11/8/2020,17013,Papendrecht,,8.75327E+13
1,11/8/2020,17052,Sliedrecht,,4.61981E+13
1,11/6/2020,27006,Soerendonk,,2.90567E+13
1,11/6/2020,27010,Sint-Oedenrode,,8.59747E+13
1,11/8/2020,9025,Tiel,,1.01545E+14
1,11/8/2020,32002,Tilburg,,9.51913E+13
1,11/8/2020,10009,Utrecht,,6.22261E+13
1,11/7/2020,13003,Velsen,,6.47518E+13
1,11/5/2020,8016,Heerde,,3.80046E+13
1,11/5/2020,2031,Heerenveen,,8.98708E+12
1,11/5/2020,10036,Houten,,4.01527E+13
1,11/5/2020,2022,Joure,,1.0297E+13
1,11/5/2020,2019,Kootstertille,,0
1,11/5/2020,1029,Leek,,4.99798E+12
1,11/5/2020,2011,Leeuwarden,,1.2995E+13
1,11/5/2020,2027,Lemmer,,1.66605E+13
1,11/5/2020,1032,Marum,,1.45235E+13
1,11/5/2020,1028,Onderdendam,,2.88289E+13
1,11/5/2020,2002,Oosterwolde,,2.02308E+13
1,11/5/2020,17013,Papendrecht,,6.28579E+13
1,11/5/2020,10035,Rhenen,,3.83296E+13
1,11/5/2020,13012,Haarlem Schalkwijk,,1.20404E+14
1,11/5/2020,2041,Schiermonnikoog,,1.20659E+13
1,11/5/2020,2017,Sint Annaparochie,,1.37339E+14
1,11/5/2020,17052,Sliedrecht,,6.21331E+13
1,11/5/2020,2024,Sloten,,4.11361E+13
1,11/5/2020,2018,Sneek,,3.11091E+13
1,11/5/2020,2026,Terschelling,,8.87619E+12
1,11/5/2020,8025,Terwolde,,1.92432E+13
1,11/5/2020,1024,Ulrum,,2.01025E+12
1,11/5/2020,28006,Vinkel,,3.6182E+13
1,11/5/2020,2040,Vlieland,,1.51574E+13
1,11/5/2020,2037,Warns,,3.39952E+13
1,11/5/2020,25014,Waspik,,8.45016E+13
1,11/5/2020,1041,Wehe Den Hoorn,,6.97106E+11
1,11/5/2020,10029,Wijk Bij Duurstede,,4.70904E+13
1,11/5/2020,1030,Winsum,,2.30041E+13
1,11/5/2020,2016,Wolvega,,7.64386E+12
1,11/5/2020,2030,Workum,,9.49279E+12
1,11/5/2020,6006,Zeewolde,,3.61323E+13
1,11/5/2020,10001,Zeist,,6.04343E+13
1,11/5/2020,6004,Lelystad,,8.58426E+13
1,11/5/2020,8026,Hattem,,4.3668E+13
1,11/5/2020,11013,Horstermeer,,6.60057E+13
1,11/5/2020,4028,Dedemsvaart,,4.83453E+13
1,11/7/2020,5017,Hengelo,,8.23999E+13
1,11/10/2020,2025,Akkrum,,1.38294E+13
1,11/9/2020,12006,Alkmaar,,1.18314E+14
1,11/9/2020,2020,Ameland,,1.21043E+13
1,11/9/2020,11014,Amsterdam West,,6.1562E+13
1,11/9/2020,12014,Beemster,,5.65813E+13
1,11/9/2020,12022,Beverwijk,,6.47779E+13
1,11/9/2020,2029,Birdaard,,7.2216E+13
1,11/9/2020,11008,Blaricum,,9.01729E+13
1,11/9/2020,2023,Bolsward,,3.07755E+13
1,11/9/2020,2013,Burgum,,1.21295E+13
1,11/9/2020,2028,Dokkum,,1.2267E+13
1,11/9/2020,2012,Drachten,,4.2568E+13
1,11/9/2020,2038,Franeker,,5.5215E+13
1,11/9/2020,2036,Grouw,,4.8121E+13
1,11/9/2020,2032,Harlingen,,2.33224E+13
1,11/9/2020,2031,Heerenveen,,3.91614E+13
1,11/9/2020,12001,Heiloo,,7.40417E+13
1,11/9/2020,11004,Hilversum,,1.01805E+14
1,11/9/2020,11012,Huizen,,8.50662E+13
1,11/9/2020,2022,Joure,,1.99221E+13
1,11/9/2020,2019,Kootstertille,,3.28889E+12
1,11/9/2020,2011,Leeuwarden,,3.0539E+13
1,11/9/2020,2027,Lemmer,,3.21237E+13
1,11/9/2020,2002,Oosterwolde,,2.82982E+14
1,11/9/2020,1038,Scheve Klap,,5.0426E+12
1,11/9/2020,2041,Schiermonnikoog,,3.44895E+13
1,11/9/2020,2017,Sint Annaparochie,,5.28679E+13
1,11/9/2020,2024,Sloten,,5.21424E+13
1,11/9/2020,2018,Sneek,,4.04201E+13
1,11/9/2020,2037,Warns,,4.69351E+13
1,11/9/2020,30025,Gennep,,1.01084E+13
1,11/9/2020,30015,Hoensbroek,,1.87958E+13
1,11/9/2020,30014,Kerkrade,,1.40901E+13
1,11/9/2020,30007,Bosscherveld,,4.23781E+13
1,11/9/2020,30016,Heugem,,3.10876E+13
1,11/9/2020,30018,Meijel,,2.03908E+13
1,11/9/2020,30022,Susteren,,2.60698E+13
1,11/9/2020,30023,Panheel,,2.21311E+13
1,11/9/2020,30013,Rimburg,,9.4346E+12
1,11/9/2020,30024,Roermond,,2.01015E+13
1,11/9/2020,30011,Simpelveld,,1.01053E+13
1,11/9/2020,30021,Stein,,1.25249E+13
1,11/9/2020,30017,Venlo,,3.00864E+13
1,11/9/2020,30020,Venray,,6.20466E+13
1,11/9/2020,30005,Weert,,1.70773E+13
1,11/9/2020,11010,Weesp,,1.64344E+14
1,11/9/2020,30019,Wijlre,,1.12324E+13
1,11/9/2020,2016,Wolvega,,1.14398E+13
1,11/9/2020,2030,Workum,,1.74136E+13
1,11/9/2020,12010,Zaandam-Oost,,2.81669E+13
1,11/9/2020,28003,Aarle-Rixtel,,1.95828E+13
1,11/9/2020,9017,Bergharen,,1.63721E+13
1,11/9/2020,10031,Breukelen,,4.01401E+13
1,11/9/2020,27008,'S Hertogenbosch,,2.59956E+13
1,11/9/2020,9039,Dreumel,,2.40573E+13
1,11/9/2020,9027,Druten,,1.40357E+13
1,11/9/2020,16011,Groenedijk,,3.49903E+13
1,11/9/2020,9010,Groesbeek,,1.01431E+14
1,11/9/2020,13046,Leiden Noord,,3.0105E+13
1,11/9/2020,9030,Maasbommel,,2.02069E+13
1,11/9/2020,25008,Ossendrecht,,2.18603E+13
1,11/8/2020,12013,Geestmerambacht,,2.73472E+13
1,11/7/2020,4023,Kampen,,1.60702E+13
1,11/6/2020,1039,Scheemda,,1.42164E+12
1,11/8/2020,3027,Smilde,,1.3769E+13
1,11/7/2020,1010,Ter Apel,,5.84744E+13
1,11/8/2020,4027,Tollebeek,,4.10622E+13
1,11/7/2020,3023,Tweede Exloermond,,9.80768E+12
1,11/8/2020,12024,Ursem,,8.13544E+13
1,11/6/2020,1045,Veendam,,3.16476E+12
1,11/8/2020,4017,Vollenhove,,1.07524E+13
1,11/8/2020,12021,Wervershoof,,4.05112E+13
1,11/7/2020,4026,Zwolle,,3.2784E+13
1,11/9/2020,7002,Aalten,,1.64536E+13
1,11/8/2020,17016,Alblasserdam,,2.68228E+13
1,11/8/2020,27004,Boxtel,,2.63762E+13
1,11/9/2020,20010,Camperlandpolder,,9.57012E+12
1,11/9/2020,7018,Dinxperlo,,3.01782E+13
1,11/9/2020,7022,Etten,,2.97383E+13
1,11/9/2020,7023,Haarlo,,1.35904E+13
1,11/4/2020,17004,Ammerstol,,8.85456E+12
1,11/4/2020,17063,Leerdam,,2.59063E+13
1,11/4/2020,7016,Winterswijk,,3.32699E+13
1,11/5/2020,8023,Brummen,,3.61108E+13
1,11/5/2020,8009,Elburg,,3.67479E+13
1,11/5/2020,8017,Epe,,7.71903E+12
1,11/5/2020,2038,Franeker,,8.70323E+12
1,11/5/2020,1031,Gaarkeuken,,2.36544E+13
1,11/5/2020,2015,Gorredijk,,1.37294E+13
1,11/5/2020,2036,Grouw,,3.04927E+13
1,11/5/2020,8011,Harderwijk,,5.58891E+13
1,11/5/2020,17026,Hardinxveld-Giessendam,,1.14612E+14
1,11/5/2020,2032,Harlingen,,1.48973E+13
1,11/6/2020,13049,Alphen Kerk En Zanen,,3.42301E+13
1,11/6/2020,13035,Alphen Noord,,5.58334E+13
1,11/6/2020,13042,Bodegraven,,2.3208E+13
1,11/6/2020,13033,Leiden Zuid-West,,2.65726E+13
1,11/6/2020,13048,Waddinxveen-Randenburg,,4.42866E+13
1,11/7/2020,4019,Deventer,,2.09748E+13
1,11/7/2020,17063,Leerdam,,1.73603E+13
1,11/7/2020,13044,Zwaanshoek,,2.9827E+13
1,11/7/2020,13005,Zwanenburg,,2.85503E+13
1,11/7/2020,17078,Zwijndrecht,,3.23413E+13
1,11/8/2020,5019,Almelo-Vissedijk,,5.71944E+13
1,11/8/2020,6005,Almere,,5.6377E+13
1,11/8/2020,8022,Apeldoorn,,1.44476E+13
1,11/8/2020,3001,Beilen,,1.04712E+15
1,11/8/2020,3033,Echten,,3.32048E+13
1,11/8/2020,5003,Glanerbrug,,1.55175E+13
1,11/8/2020,3014,Meppel,,6.984E+13
1,11/8/2020,29002,Oijen,,4.62578E+13
1,11/8/2020,4020,Steenwijk,,2.26101E+13
1,11/8/2020,17029,Vianen,,1.82266E+13
1,11/8/2020,9041,Zaltbommel,,2.65311E+13
1,11/8/2020,6006,Zeewolde,,1.39902E+13
1,11/9/2020,10027,Amersfoort,,5.59575E+13
1,11/9/2020,25021,Bath,,1.95225E+13
1,11/9/2020,5011,Denekamp,,4.5716E+13
1,11/9/2020,15008,Harnaschpolder,,4.84313E+13
1,11/9/2020,17070,Hoogvliet,,6.56717E+13
1,11/9/2020,11013,Horstermeer,,1.46031E+13
1,11/9/2020,15005,Houtrust,,7.60163E+13
1,11/9/2020,13041,Katwijk,,3.40235E+13
1,11/9/2020,7015,Lichtenvoorde,,1.57144E+13
1,11/9/2020,30003,Limmel,,5.91701E+13
1,11/9/2020,7020,Nieuwgraaf,,3.19242E+13
1,11/9/2020,5023,Nijverdal,,6.37894E+13
1,11/9/2020,7021,Olburgen,,1.00702E+13
1,11/9/2020,5012,Oldenzaal,,7.45942E+13
1,11/9/2020,5018,Ootmarsum,,4.978E+13
1,11/9/2020,25012,Putte,,9.79523E+12
1,11/9/2020,17011,Ridderkerk,,7.78683E+13
1,11/9/2020,5022,Rijssen,,1.23073E+14
1,11/9/2020,7014,Ruurlo,,1.56152E+13
1,11/9/2020,17077,Spijkenisse,,5.0441E+13
1,11/9/2020,5005,Tubbergen,,3.59265E+13
1,11/9/2020,7017,Varsseveld,,1.43927E+13
1,11/9/2020,21001,Walcheren,,1.23538E+13
1,11/9/2020,7006,Wehl,,8.09247E+12
1,11/9/2020,7016,Winterswijk,,4.26024E+13
1,11/9/2020,7019,Zutphen,,5.53333E+13
1,11/10/2020,11005,Amstelveen,,5.10071E+13
1,11/10/2020,3010,Assen,,1.56336E+13
1,11/10/2020,10012,De Meern,,4.20036E+13
1,11/10/2020,1044,Delfzijl,,4.17761E+13
1,11/10/2020,17074,Den Bommel,,7.76322E+12
1,11/10/2020,5025,Den Ham,,7.13307E+13
1,11/10/2020,10008,Driebergen,,3.33498E+13
1,11/10/2020,3030,Eelde,,6.35519E+12
1,11/10/2020,12012,Everstekoog,,2.04981E+13
1,11/10/2020,1034,Feerwerd,,4.75225E+12
1,11/10/2020,1031,Gaarkeuken,,4.8133E+12
1,11/10/2020,3031,Gieten,,5.8662E+13
1,11/10/2020,17048,Goedereede,,3.9408E+13
1,11/10/2020,9037,Gorinchem,,1.38105E+13
1,11/10/2020,9040,Haaften,,2.58027E+13
1,11/10/2020,17062,Heenvliet,,3.4544E+13
1,11/10/2020,16009,Kortenoord,,6.18661E+13
1,11/10/2020,16010,Kralingseveer,,7.36158E+13
1,11/10/2020,10037,Loenen,,3.27881E+13
1,11/10/2020,10038,Lopik,,4.11015E+13
1,11/10/2020,1032,Marum,,2.1723E+12
1,11/10/2020,17055,Middelharnis,,2.92887E+13
1,11/10/2020,25017,Nieuwveer,,1.94229E+13
1,11/10/2020,17066,Numansdorp,,3.11597E+13
1,11/10/2020,17075,Ooltgensplaat,,4.52818E+13
1,11/10/2020,17040,Oostvoorne,,4.81165E+13
1,11/10/2020,17045,Oud-Beijerland,,1.42938E+13
1,11/10/2020,17056,Oude Tonge,,2.53437E+13
1,11/10/2020,17054,Piershil,,5.74718E+12
1,11/10/2020,10035,Rhenen,,4.07671E+13
1,11/10/2020,25013,Riel,,3.04682E+13
1,11/10/2020,25001,Rijen,,3.02766E+13
1,11/10/2020,10034,Ronde Venen,,1.42165E+13
1,11/10/2020,17057,Rozenburg,,1.48095E+14
1,11/10/2020,17076,Schelluinen,,8.1581E+13
1,11/10/2020,26005,Sleeuwijk,,2.64654E+13
1,11/10/2020,17043,Strijen,,1.04628E+13
1,11/10/2020,11006,Uithoorn,,4.43192E+13
1,11/10/2020,1011,Uithuizermeeden,,1.08837E+13
1,11/10/2020,12018,Wieringen,,1.2043E+13
1,11/10/2020,10029,Wijk Bij Duurstede,,3.23347E+13
1,11/11/2020,7002,Aalten,,8.1229E+12
1,11/11/2020,6005,Almere,,3.50149E+13
1,11/11/2020,1046,Bellingwolde,,2.42074E+12
1,11/11/2020,30007,Bosscherveld,,2.30572E+13
1,11/11/2020,22013,Breskens,,2.88338E+13
1,11/11/2020,8023,Brummen,,1.16925E+13
1,11/11/2020,18009,De Verseput,,1.97038E+13
1,11/11/2020,3032,Dieverbrug,,1.18576E+13
1,11/11/2020,7018,Dinxperlo,,7.05192E+12
1,11/10/2020,5002,Enschede,,2.91569E+13
1,11/11/2020,7022,Etten,,2.57354E+13
1,11/11/2020,33001,Foxhol,,6.19683E+12
1,11/11/2020,30025,Gennep,,2.59342E+13
1,11/11/2020,7023,Haarlo,,1.95336E+13
1,11/10/2020,5017,Hengelo,,2.70364E+13
1,11/11/2020,30016,Heugem,,1.12722E+13
1,11/11/2020,30015,Hoensbroek,,1.63841E+13
1,11/11/2020,4022,Holten,,2.81178E+13
1,11/11/2020,1026,Hoogezand,,3.35383E+13
1,11/11/2020,24001,Hulst,,4.2105E+13
1,11/11/2020,30014,Kerkrade,,4.02004E+12
1,11/11/2020,24002,Kloosterzande,,2.29653E+13
1,11/11/2020,6004,Lelystad,,2.23805E+13
1,11/11/2020,7015,Lichtenvoorde,,1.54127E+13
1,11/11/2020,30003,Limmel,,2.01582E+13
1,11/11/2020,18007,Mastgat,,1.16226E+13
1,11/11/2020,30018,Meijel,,6.22551E+12
1,11/11/2020,7020,Nieuwgraaf,,1.97469E+13
1,11/11/2020,7021,Olburgen,,7.77504E+12
1,11/11/2020,22012,Oostburg,,1.42415E+13
1,11/10/2020,1027,Oude Pekela,,6.92711E+12
1,11/11/2020,30023,Panheel,,5.9771E+12
1,11/11/2020,22008,Retranchement,,1.85096E+13
1,11/11/2020,30013,Rimburg,,7.69711E+12
1,11/11/2020,7014,Ruurlo,,1.6038E+13
1,11/11/2020,30011,Simpelveld,,7.0784E+12
1,11/11/2020,19001,Sint Maartensdijk,,3.22864E+13
1,11/11/2020,30021,Stein,,7.83894E+12
1,11/11/2020,30022,Susteren,,1.50482E+13
1,11/11/2020,23002,Terneuzen,,1.69767E+13
1,11/11/2020,19003,Tholen,,9.28957E+12
1,11/11/2020,4027,Tollebeek,,4.85751E+13
1,11/11/2020,30017,Venlo,,1.52843E+13
1,11/11/2020,30020,Venray,,3.49933E+13
1,11/10/2020,1040,Vriescheloo,,3.08564E+12
1,11/11/2020,30005,Weert,,2.10096E+13
1,11/11/2020,30019,Wijlre,,1.68209E+13
1,11/11/2020,7016,Winterswijk,,2.3962E+13
1,11/11/2020,6006,Zeewolde,,1.26704E+13
1,11/11/2020,7019,Zutphen,,1.96901E+13
1,11/10/2020,25020,Kaatsheuvel,,6.64386E+13
1,11/11/2020,7017,Varsseveld,,7.51325E+12
1,11/10/2020,5014,Vroomshoop,,3.0374E+13
1,11/11/2020,7006,Wehl,,5.15079E+12
1,11/11/2020,18006,Westerschouwen,,7.79831E+12
1,11/11/2020,20011,Willem Annapolder,,4.67427E+12
1,11/9/2020,6003,Dronten,,2.93056E+13
1,11/9/2020,8019,Bennekom,,3.92068E+13
1,11/9/2020,8021,Ede,,1.09476E+14
1,11/9/2020,2015,Gorredijk,,1.77434E+12
1,11/9/2020,8005,Nijkerk,,9.72684E+13
1,11/9/2020,8024,Renkum,,5.80751E+13
1,11/9/2020,10010,Soest,,4.77107E+13
1,11/9/2020,10021,Veenendaal,,2.78817E+13
1,11/9/2020,10020,Woudenberg,,2.26312E+13
1,11/7/2020,1008,Stadskanaal,,1.89671E+13
1,11/10/2020,3034,Coevorden,,1.20231E+13
1,11/10/2020,4028,Dedemsvaart,,2.01687E+13
1,11/10/2020,3022,Emmen,,4.19177E+13
1,11/10/2020,4016,Ommen,,2.03876E+13
1,11/10/2020,4024,Hardenberg,,1.23232E+13
1,11/10/2020,3028,Sleen,,5.68801E+12
1,11/11/2020,8022,Apeldoorn,,1.99612E+13
1,11/11/2020,8009,Elburg,,9.96601E+12
1,11/11/2020,8017,Epe,,1.00904E+13
1,11/11/2020,30024,Roermond,,4.55979E+12
1,11/11/2020,8025,Terwolde,,1.83265E+13
1,11/12/2020,17041,Hellevoetsluis,,8.84693E+13
1,11/11/2020,5003,Glanerbrug,,8.62935E+12
1,11/11/2020,5016,Goor,,3.33457E+13
1,11/11/2020,5015,Losser,,3.07685E+13
1,11/12/2020,2025,Akkrum,,1.1676E+13
1,11/12/2020,2020,Ameland,,2.9198E+12
1,11/13/2020,28002,Asten,,3.09792E+12
1,11/12/2020,2029,Birdaard,,2.59719E+13
1,11/12/2020,2023,Bolsward,,1.67607E+13
1,11/12/2020,2013,Burgum,,1.82841E+13
1,11/12/2020,4025,Dalfsen,,4.8286E+13
1,11/12/2020,2021,Damwoude,,2.46941E+13
1,11/12/2020,10003,De Bilt,,5.31188E+13
1,11/11/2020,15007,De Groote Lucht,,9.34415E+13
1,11/12/2020,9026,Dodewaard,,2.32972E+13
1,11/12/2020,2038,Franeker,,2.91224E+13
1,11/12/2020,17065,Groot-Ammers,,5.8924E+13
1,11/12/2020,2032,Harlingen,,1.98124E+13
1,11/12/2020,13004,Heemstede,,4.55637E+13
1,11/12/2020,2031,Heerenveen,,1.04454E+13
1,11/12/2020,4018,Heino,,6.32753E+13
1,11/12/2020,2019,Kootstertille,,1.83372E+13
1,11/12/2020,2011,Leeuwarden,,1.52635E+13
1,11/12/2020,13030,Leimuiden,,1.52858E+13
1,11/12/2020,2027,Lemmer,,2.94378E+13
1,11/11/2020,17004,Ammerstol,,1.27087E+13
1,11/11/2020,25026,Baarle-Nassau,,1.5284E+13
1,11/11/2020,17002,Bergambacht,,2.66198E+13
1,11/11/2020,17068,Berkenwoude,,8.62585E+13
1,11/11/2020,25019,Chaam,,4.34142E+13
1,11/11/2020,17053,De Groote Zaag,,4.79471E+13
1,11/11/2020,25028,Dinteloord,,6.77574E+13
1,11/11/2020,25023,Dongemond,,3.30711E+13
1,11/12/2020,9038,Gendt,,1.91939E+13
1,11/12/2020,2015,Gorredijk,,5.98504E+12
1,11/12/2020,2036,Grouw,,1.34713E+13
1,11/11/2020,17067,Haastrecht,,2.69416E+13
1,11/11/2020,25025,Halsteren,,1.81207E+13
1,11/12/2020,4030,Hessenpoort,,7.65113E+12
1,11/12/2020,10036,Houten,,3.17891E+13
1,11/12/2020,2022,Joure,,2.54622E+13
1,11/12/2020,4023,Kampen,,3.53904E+12
1,11/11/2020,25027,Lage Zwaluwe,,1.52969E+13
1,11/12/2020,13034,Lisse,,3.89705E+13
1,11/12/2020,9042,Millingen Aan De Rijn,,1.59945E+13
1,11/12/2020,13038,Nieuwveen,,4.48758E+13
1,11/12/2020,13047,Nieuwe Wetering,,1.94413E+13
1,11/12/2020,4006,Olst,,1.12692E+13
1,11/12/2020,2002,Oosterwolde,,2.00545E+13
1,11/11/2020,13012,Haarlem Schalkwijk,,2.81606E+13
1,11/12/2020,2041,Schiermonnikoog,,6.37698E+12
1,11/12/2020,2017,Sint Annaparochie,,1.77007E+13
1,11/12/2020,2024,Sloten,,1.328E+13
1,11/12/2020,2018,Sneek,,1.13529E+13
1,11/11/2020,17005,Stolwijk,,3.83997E+13
1,11/9/2020,2026,Terschelling,,1.06658E+13
1,11/12/2020,9015,Valburg,,1.55683E+13
1,11/12/2020,28006,Vinkel,,2.43593E+13
1,11/9/2020,2040,Vlieland,,9.38626E+12
1,11/12/2020,20009,Waarde,,9.06025E+12
1,11/12/2020,2037,Warns,,1.00681E+14
1,11/11/2020,25014,Waspik,,2.47412E+13
1,11/11/2020,25029,Willemstad,,5.47325E+13
1,11/11/2020,14002,Woerden,,7.519E+14
1,11/14/2020,6005,Almere,,2.73303E+13
1,11/15/2020,13049,Alphen Kerk En Zanen,,1.93678E+14
1,11/15/2020,13035,Alphen Noord,,1.07217E+14
1,11/15/2020,11014,Amsterdam West,,1.2858E+14
1,11/15/2020,25021,Bath,,2.55135E+14
1,11/11/2020,12014,Beemster,,1.40209E+13
1,11/15/2020,12014,Beemster,,5.7851E+13
1,11/15/2020,8019,Bennekom,,6.51775E+13
1,11/15/2020,9017,Bergharen,,4.33267E+13
1,11/15/2020,12022,Beverwijk,,9.26956E+13
1,11/15/2020,11008,Blaricum,,9.90255E+13
1,11/15/2020,13042,Bodegraven,,1.99365E+14
1,11/15/2020,30007,Bosscherveld,,2.88902E+13
1,11/15/2020,10031,Breukelen,,5.99918E+13
1,11/15/2020,20010,Camperlandpolder,,3.15007E+13
1,11/15/2020,1044,Delfzijl,,2.62578E+14
1,11/15/2020,3032,Dieverbrug,,6.27663E+13
1,11/15/2020,25028,Dinteloord,,7.61818E+13
1,11/14/2020,17061,Dokhaven,,9.85151E+13
1,11/15/2020,9039,Dreumel,,3.31615E+13
1,11/14/2020,6003,Dronten,,5.8967E+13
1,11/15/2020,9027,Druten,,1.00129E+14
1,11/15/2020,8021,Ede,,9.5847E+13
1,11/13/2020,27003,Eindhoven,,8.22837E+13
1,11/12/2020,5002,Enschede,,7.43877E+13
1,11/15/2020,12012,Everstekoog,,6.17271E+13
1,11/11/2020,4005,Genemuiden,,1.20795E+13
1,11/15/2020,4005,Genemuiden,,4.16965E+13
1,11/15/2020,30025,Gennep,,2.12882E+13
1,11/15/2020,9037,Gorinchem,,5.4587E+14
1,11/13/2020,13039,Gouda,,6.17867E+13
1,11/13/2020,13010,Haarlem Waarderpolder,,2.88879E+13
1,11/15/2020,25025,Halsteren,,7.17808E+13
1,11/11/2020,8026,Hattem,,1.03091E+13
1,11/15/2020,17041,Hellevoetsluis,,2.02367E+14
1,11/12/2020,5017,Hengelo,,4.7765E+13
1,11/15/2020,30016,Heugem,,4.00816E+13
