Version,Date_measurement,RWZI_AWZI_code,RWZI_AWZI_name,RNA_per_ml,RNA_flow_per_100000
1,1/26/2021,17045,Oud-Beijerland,,1.06572E+13
1,1/26/2021,17013,Papendrecht,,6.23413E+13
1,1/26/2021,17054,Piershil,,2.11931E+13
1,1/26/2021,17052,Sliedrecht,,5.87613E+13
1,1/26/2021,13044,Zwaanshoek,,2.53342E+13
1,1/26/2021,13005,Zwanenburg,,1.66194E+13
1,1/26/2021,9025,Tiel,,2.97335E+13
1,1/25/2021,7015,Lichtenvoorde,,1.34317E+13
1,1/27/2021,7002,Aalten,,7.68126E+12
1,1/27/2021,12006,Alkmaar,,1.16716E+13
1,1/27/2021,11005,Amstelveen,,6.02911E+12
1,1/27/2021,11014,Amsterdam West,,2.29524E+13
1,1/27/2021,3001,Beilen,,8.52653E+12
1,1/27/2021,30007,Bosscherveld,,8.36387E+12
1,1/27/2021,3034,Coevorden,,3.01712E+13
1,1/27/2021,12023,Den Helder,,2.08243E+13
1,1/27/2021,3032,Dieverbrug,,2.38848E+12
1,1/27/2021,7018,Dinxperlo,,2.21122E+13
1,1/27/2021,7022,Etten,,2.49627E+13
1,1/27/2021,12013,Geestmerambacht,,7.34448E+12
1,1/27/2021,4005,Genemuiden,,1.49204E+13
1,1/27/2021,7023,Haarlo,,3.05207E+12
1,1/27/2021,12001,Heiloo,,5.89511E+12
1,1/27/2021,30016,Heugem,,1.30208E+13
1,1/27/2021,4022,Holten,,1.1098E+13
1,1/27/2021,7015,Lichtenvoorde,,7.31515E+12
1,1/27/2021,10037,Loenen,,1.33457E+13
1,1/27/2021,7020,Nieuwgraaf,,1.61299E+13
1,1/27/2021,7021,Olburgen,,1.92783E+13
1,1/27/2021,30023,Panheel,,2.12074E+13
1,1/27/2021,30024,Roermond,,4.87663E+13
1,1/27/2021,10034,Ronde Venen,,1.84715E+13
1,1/27/2021,7014,Ruurlo,,1.47129E+12
1,1/27/2021,3028,Sleen,,1.46915E+13
1,1/27/2021,4020,Steenwijk,,5.69051E+12
1,1/26/2021,5005,Tubbergen,,2.1185E+13
1,1/27/2021,11006,Uithoorn,,9.3558E+12
1,1/27/2021,1011,Uithuizermeeden,,3.5616E+12
1,1/27/2021,15004,Nieuwe Waterweg,,1.6761E+13
1,1/27/2021,1030,Winsum,,3.82173E+12
1,1/27/2021,7016,Winterswijk,,2.58094E+13
1,1/27/2021,7019,Zutphen,,1.14597E+13
1,1/27/2021,9017,Bergharen,,3.88783E+14
1,1/27/2021,17079,Barendrecht,,1.98552E+13
1,1/27/2021,27004,Boxtel,,3.49166E+13
1,1/27/2021,9039,Dreumel,,6.24704E+13
1,1/27/2021,9027,Druten,,2.8039E+13
1,1/27/2021,9010,Groesbeek,,2.39867E+13
1,1/27/2021,9038,Gendt,,2.32235E+13
1,1/27/2021,27009,Haaren,,1.82564E+13
1,1/27/2021,25020,Kaatsheuvel,,2.44636E+13
1,1/27/2021,13041,Katwijk,,3.10561E+13
1,1/27/2021,9030,Maasbommel,,2.96835E+13
1,1/27/2021,9042,Millingen Aan De Rijn,,7.67121E+12
1,1/27/2021,25017,Nieuwveer,,9.37546E+12
1,1/27/2021,17066,Numansdorp,,1.27491E+13
1,1/27/2021,9020,Overasselt,,1.7465E+13
1,1/27/2021,25013,Riel,,6.42003E+12
1,1/27/2021,25001,Rijen,,2.58573E+13
1,1/27/2021,27010,Sint-Oedenrode,,1.04119E+14
1,1/27/2021,27006,Soerendonk,,1.84217E+13
1,1/27/2021,17043,Strijen,,3.67787E+13
1,1/27/2021,32002,Tilburg,,4.25185E+13
1,1/27/2021,9015,Valburg,,1.22581E+13
1,1/27/2021,30020,Venray,,1.75839E+13
1,1/27/2021,25003,Waalwijk,,2.04317E+13
1,1/27/2021,9032,Zetten,,7.73518E+12
1,1/23/2021,3031,Gieten,,1.2614E+13
1,1/24/2021,5011,Denekamp,,5.60246E+13
1,1/25/2021,5019,Almelo-Vissedijk,,1.44224E+13
1,1/26/2021,5011,Denekamp,,3.95327E+13
1,1/26/2021,5018,Ootmarsum,,4.82463E+13
1,1/27/2021,31005,Westpoort,,2.67809E+14
1,1/27/2021,20010,Camperlandpolder,,2.04498E+13
1,1/27/2021,18009,De Verseput,,7.1334E+12
1,1/27/2021,4028,Dedemsvaart,,3.50208E+13
1,1/27/2021,1044,Delfzijl,,4.18995E+13
1,1/27/2021,5025,Den Ham,,2.6427E+13
1,1/27/2021,3033,Echten,,6.59968E+13
1,1/27/2021,3030,Eelde,,1.50664E+13
1,1/27/2021,1034,Feerwerd,,2.07791E+13
1,1/27/2021,1033,Garmerwolde,,2.91274E+13
1,1/27/2021,30025,Gennep,,1.00899E+13
1,1/27/2021,4024,Hardenberg,,1.6661E+13
1,1/27/2021,24001,Hulst,,2.15377E+13
1,1/27/2021,24002,Kloosterzande,,4.34652E+12
1,1/27/2021,30003,Limmel,,1.50217E+13
1,1/27/2021,1032,Marum,,0
1,1/27/2021,18007,Mastgat,,4.56615E+13
1,1/27/2021,30018,Meijel,,3.4633E+13
1,1/27/2021,4016,Ommen,,3.22446E+14
1,1/27/2021,1028,Onderdendam,,5.03721E+12
1,1/27/2021,1039,Scheemda,,4.51807E+13
1,1/27/2021,19001,Sint Maartensdijk,,8.26454E+13
1,1/27/2021,3027,Smilde,,6.82364E+12
1,1/27/2021,23002,Terneuzen,,1.04105E+13
1,1/27/2021,19003,Tholen,,3.8596E+13
1,1/27/2021,30017,Venlo,,3.0283E+13
1,1/27/2021,4017,Vollenhove,,5.89014E+12
1,1/27/2021,5004,Vriezenveen,,4.10948E+13
1,1/27/2021,5014,Vroomshoop,,8.16732E+13
1,1/27/2021,30005,Weert,,3.15217E+13
1,1/27/2021,7006,Wehl,,2.12042E+13
1,1/27/2021,5001,Haaksbergen,,1.1435E+13
1,1/27/2021,5015,Losser,,8.40845E+12
1,1/27/2021,5023,Nijverdal,,2.8331E+13
1,1/27/2021,5012,Oldenzaal,,4.64754E+13
1,1/27/2021,5019,Almelo-Vissedijk,,1.76582E+13
1,1/27/2021,3010,Assen,,4.49661E+12
1,1/27/2021,5003,Glanerbrug,,3.67529E+13
1,1/27/2021,27005,Hapert,,5.15749E+13
1,1/27/2021,5022,Rijssen,,5.21773E+14
1,1/28/2021,30021,Stein,,2.10582E+13
1,1/28/2021,2025,Akkrum,,7.6212E+12
1,1/28/2021,2020,Ameland,,1.34831E+12
1,1/28/2021,1046,Bellingwolde,,6.09141E+12
1,1/28/2021,2029,Birdaard,,3.50902E+12
1,1/28/2021,4025,Dalfsen,,7.40656E+12
1,1/28/2021,17053,De Groote Zaag,,1.39523E+13
1,1/28/2021,17074,Den Bommel,,2.45255E+12
1,1/28/2021,4019,Deventer,,4.47363E+12
1,1/28/2021,2028,Dokkum,,2.94574E+12
1,1/28/2021,25023,Dongemond,,1.41201E+12
1,1/28/2021,5002,Enschede,,4.7145E+12
1,1/28/2021,17065,Groot-Ammers,,1.30727E+13
1,1/28/2021,13010,Haarlem Waarderpolder,,1.01127E+13
1,1/28/2021,4030,Hessenpoort,,1.48944E+13
1,1/28/2021,10036,Houten,,4.92736E+12
1,1/28/2021,4023,Kampen,,1.38098E+13
1,1/28/2021,29003,Land Van Cuijk,,0
1,1/28/2021,17063,Leerdam,,2.18948E+13
1,1/28/2021,17055,Middelharnis,,5.27392E+12
1,1/28/2021,29002,Oijen,,1.27036E+13
1,1/28/2021,4006,Olst,,2.39056E+13
1,1/28/2021,17075,Ooltgensplaat,,5.12025E+13
1,1/28/2021,2018,Sneek,,3.41047E+12
1,1/28/2021,30022,Susteren,,2.53773E+13
1,1/28/2021,1045,Veendam,,3.39179E+13
1,1/28/2021,5020,Almelo-Sumpel,,2.90164E+13
1,1/28/2021,8022,Apeldoorn,,3.15174E+13
1,1/28/2021,8023,Brummen,,5.77265E+13
1,1/28/2021,2012,Drachten,,3.62592E+13
1,1/28/2021,6003,Dronten,,0
1,1/28/2021,8009,Elburg,,4.07511E+13
1,1/28/2021,8017,Epe,,5.08362E+13
1,1/28/2021,2015,Gorredijk,,2.61198E+13
1,1/28/2021,2038,Franeker,,2.01448E+13
1,1/28/2021,2036,Grouw,,1.21186E+13
1,1/28/2021,8011,Harderwijk,,9.78879E+13
1,1/28/2021,2032,Harlingen,,1.3361E+13
1,1/28/2021,8026,Hattem,,7.38931E+13
1,1/28/2021,8016,Heerde,,8.0493E+13
1,1/28/2021,2031,Heerenveen,,1.19873E+14
1,1/28/2021,2011,Leeuwarden,,6.33553E+13
1,1/28/2021,2022,Joure,,0
1,1/28/2021,30014,Kerkrade,,8.96511E+13
1,1/28/2021,2019,Kootstertille,,1.24834E+14
1,1/28/2021,4018,Heino,,5.46082E+13
1,1/28/2021,6004,Lelystad,,1.51976E+13
1,1/28/2021,2002,Oosterwolde,,5.35164E+13
1,1/28/2021,4021,Raalte,,7.4264E+13
1,1/28/2021,30013,Rimburg,,7.56255E+13
1,1/28/2021,2041,Schiermonnikoog,,0
1,1/28/2021,30011,Simpelveld,,1.87776E+13
1,1/28/2021,8025,Terwolde,,6.07557E+13
1,1/28/2021,4027,Tollebeek,,2.00559E+14
1,1/28/2021,28006,Vinkel,,7.06515E+13
1,1/28/2021,2040,Vlieland,,9.85833E+13
1,1/28/2021,2037,Warns,,5.16067E+13
1,1/28/2021,2016,Wolvega,,1.83612E+14
1,1/28/2021,2030,Workum,,1.10983E+13
1,1/28/2021,9041,Zaltbommel,,1.2309E+14
1,1/28/2021,6006,Zeewolde,,2.37999E+13
1,1/28/2021,9013,Asperen,,5.73512E+13
1,1/28/2021,28002,Asten,,6.64123E+13
1,1/28/2021,11008,Blaricum,,4.28385E+13
1,1/28/2021,9019,Culemborg,,1.44644E+14
1,1/28/2021,10003,De Bilt,,5.15359E+13
1,1/28/2021,12012,Everstekoog,,1.79057E+13
1,1/28/2021,33001,Foxhol,,5.23115E+12
1,1/28/2021,9012,Geldermalsen,,2.04603E+13
1,1/28/2021,3031,Gieten,,4.18016E+12
1,1/28/2021,17048,Goedereede,,2.1467E+13
1,1/28/2021,13012,Haarlem Schalkwijk,,7.36351E+13
1,1/28/2021,11004,Hilversum,,9.68245E+13
1,1/28/2021,1026,Hoogezand,,2.64181E+13
1,1/28/2021,11013,Horstermeer,,6.98532E+13
1,1/28/2021,15005,Houtrust,,2.88805E+13
1,1/28/2021,11012,Huizen,,5.41561E+13
1,1/28/2021,12016,Katwoude,,1.01072E+14
1,1/28/2021,22012,Oostburg,,1.79269E+13
1,1/28/2021,12026,Oosthuizen,,1.56592E+13
1,1/28/2021,17056,Oude Tonge,,9.83899E+12
1,1/28/2021,17011,Ridderkerk,,2.43356E+14
1,1/28/2021,17057,Rozenburg,,1.89673E+13
1,1/28/2021,1008,Stadskanaal,,1.7693E+13
1,1/28/2021,1010,Ter Apel,,5.29324E+13
1,1/28/2021,3023,Tweede Exloermond,,0
1,1/28/2021,12024,Ursem,,8.00124E+13
1,1/28/2021,1040,Vriescheloo,,2.11487E+13
1,1/28/2021,11010,Weesp,,5.16679E+13
1,1/28/2021,12018,Wieringen,,3.11069E+13
1,1/28/2021,12025,Wieringermeer,,4.70941E+13
1,1/27/2021,1041,Wehe Den Hoorn,,2.95358E+12
1,1/28/2021,16011,Groenedijk,,2.83676E+13
1,1/28/2021,2027,Lemmer,,1.50429E+13
1,1/28/2021,2023,Bolsward,,3.4206E+13
1,1/28/2021,18006,Westerschouwen,,6.5111E+12
1,1/28/2021,30019,Wijlre,,3.99961E+12
1,1/28/2021,2026,Terschelling,,5.45607E+12
1,1/28/2021,22008,Retranchement,,0
1,1/28/2021,2017,Sint Annaparochie,,9.06385E+12
1,1/28/2021,2024,Sloten,,1.11468E+13
1,1/28/2021,22013,Breskens,,2.71355E+12
1,1/28/2021,2013,Burgum,,7.35582E+12
1,1/28/2021,2021,Damwoude,,6.22414E+12
1,1/28/2021,20011,Willem Annapolder,,2.09744E+13
1,1/28/2021,30015,Hoensbroek,,2.73738E+13
1,1/27/2021,13034,Lisse,,1.20111E+13
1,1/27/2021,15007,De Groote Lucht,,1.33308E+13
1,1/19/2021,25013,Riel,,1.58375E+13
1,1/19/2021,25014,Waspik,,0
1,1/31/2021,13035,Alphen Noord,,2.25816E+13
1,1/31/2021,9013,Asperen,,4.38658E+13
1,1/30/2021,27011,Biest-Houtakker,,1.45608E+13
1,1/31/2021,10031,Breukelen,,1.07911E+13
1,1/31/2021,25019,Chaam,,1.02581E+12
1,1/31/2021,10003,De Bilt,,2.41714E+13
1,1/30/2021,15007,De Groote Lucht,,2.61526E+13
1,1/31/2021,9012,Geldermalsen,,1.57711E+13
1,1/31/2021,17048,Goedereede,,3.41605E+13
1,1/30/2021,9037,Gorinchem,,2.01535E+13
1,1/30/2021,9040,Haaften,,1.14914E+14
1,1/31/2021,13010,Haarlem Waarderpolder,,1.10722E+13
1,1/31/2021,13041,Katwijk,,2.60391E+13
1,1/31/2021,16010,Kralingseveer,,2.40616E+13
1,1/31/2021,13046,Leiden Noord,,9.80721E+12
1,1/31/2021,17055,Middelharnis,,2.70141E+13
1,1/30/2021,15004,Nieuwe Waterweg,,3.91158E+13
1,1/31/2021,25013,Riel,,4.58486E+12
1,1/31/2021,13048,Waddinxveen-Randenburg,,3.34962E+13
1,1/31/2021,10001,Zeist,,9.66074E+12
1,1/31/2021,12006,Alkmaar,,9.43681E+12
1,1/31/2021,13049,Alphen Kerk En Zanen,,2.2086E+13
1,1/29/2021,10027,Amersfoort,,2.06959E+13
1,1/30/2021,11005,Amstelveen,,1.04484E+13
1,1/31/2021,3010,Assen,,3.00255E+12
1,1/31/2021,25026,Baarle-Nassau,,2.78826E+13
1,1/31/2021,9031,Beesd,,1.44978E+13
1,1/31/2021,1046,Bellingwolde,,2.23189E+13
1,1/29/2021,8019,Bennekom,,4.91323E+13
1,1/31/2021,11008,Blaricum,,1.47813E+13
1,1/31/2021,30007,Bosscherveld,,1.00806E+13
1,1/31/2021,20010,Camperlandpolder,,2.44611E+13
1,1/31/2021,9019,Culemborg,,7.87068E+13
1,1/31/2021,10012,De Meern,,8.3008E+12
1,1/31/2021,18009,De Verseput,,1.59124E+13
1,1/31/2021,12023,Den Helder,,1.82019E+13
1,1/31/2021,17061,Dokhaven,,1.45312E+13
1,1/31/2021,25023,Dongemond,,4.203E+12
1,1/31/2021,33001,Foxhol,,0
1,2/1/2021,12013,Geestmerambacht,,6.4692E+12
1,1/31/2021,30025,Gennep,,1.03863E+13
1,1/31/2021,13039,Gouda,,3.15325E+13
1,1/30/2021,27009,Haaren,,2.80624E+13
1,1/31/2021,12001,Heiloo,,6.53676E+12
1,1/31/2021,30016,Heugem,,7.29012E+12
1,1/31/2021,11004,Hilversum,,6.06932E+12
1,1/31/2021,1026,Hoogezand,,8.01929E+12
1,1/31/2021,11013,Horstermeer,,1.10881E+13
1,1/31/2021,11012,Huizen,,2.19356E+13
1,1/31/2021,17070,Hoogvliet,,2.09102E+13
1,1/31/2021,10036,Houten,,1.3296E+13
1,1/31/2021,16009,Kortenoord,,1.86418E+13
1,1/31/2021,29003,Land Van Cuijk,,1.54395E+13
1,1/31/2021,17063,Leerdam,,2.54251E+13
1,1/31/2021,30003,Limmel,,2.22002E+13
1,1/30/2021,10037,Loenen,,1.88665E+13
1,1/31/2021,10038,Lopik,,1.59931E+13
1,1/31/2021,18007,Mastgat,,1.90032E+13
1,1/31/2021,30018,Meijel,,7.62284E+12
1,1/29/2021,8005,Nijkerk,,5.22148E+13
1,1/31/2021,9024,Nijmegen,,1.05129E+13
1,1/31/2021,1027,Oude Pekela,,2.16513E+13
1,1/31/2021,17056,Oude Tonge,,1.74714E+13
1,1/31/2021,10032,Oudewater,,1.69947E+13
1,1/31/2021,30023,Panheel,,2.10658E+13
1,1/29/2021,8024,Renkum,,4.85505E+13
1,1/31/2021,30024,Roermond,,1.36457E+13
1,1/30/2021,10034,Ronde Venen,,1.34184E+13
1,1/31/2021,1039,Scheemda,,3.08935E+13
1,1/31/2021,17076,Schelluinen,,5.11154E+13
1,1/31/2021,19001,Sint Maartensdijk,,9.22582E+13
1,1/29/2021,10010,Soest,,4.44865E+13
1,1/31/2021,1008,Stadskanaal,,8.15033E+13
1,1/31/2021,30021,Stein,,3.52093E+13
1,1/31/2021,1010,Ter Apel,,4.38513E+13
1,1/31/2021,19003,Tholen,,7.17842E+13
1,1/31/2021,3023,Tweede Exloermond,,4.06531E+12
1,1/30/2021,11006,Uithoorn,,2.50134E+13
1,1/31/2021,1045,Veendam,,2.8774E+13
1,1/29/2021,10021,Veenendaal,,3.77773E+14
1,1/31/2021,30017,Venlo,,1.94626E+13
1,1/31/2021,28006,Vinkel,,3.86363E+13
1,1/31/2021,1040,Vriescheloo,,4.40603E+13
1,1/31/2021,20009,Waarde,,6.89508E+13
1,1/31/2021,21001,Walcheren,,4.12073E+13
1,1/31/2021,25014,Waspik,,0
1,1/31/2021,3031,Gieten,,5.98728E+12
1,1/31/2021,6004,Lelystad,,1.92613E+13
1,1/31/2021,12019,Stolpen,,5.07776E+12
1,1/31/2021,4027,Tollebeek,,4.72335E+13
1,1/31/2021,30020,Venray,,1.14489E+13
1,1/31/2021,30005,Weert,,1.55886E+13
1,1/31/2021,11010,Weesp,,5.78211E+12
1,1/31/2021,12021,Wervershoof,,2.17177E+13
1,1/31/2021,10029,Wijk Bij Duurstede,,4.75907E+12
1,1/29/2021,14002,Woerden,,2.08311E+14
1,1/29/2021,10020,Woudenberg,,4.24597E+13
1,1/31/2021,6006,Zeewolde,,4.8248E+12
1,2/1/2021,7002,Aalten,,3.2857E+13
1,1/31/2021,6003,Dronten,,8.3755E+12
1,2/1/2021,7018,Dinxperlo,,1.43657E+13
1,2/1/2021,7022,Etten,,8.55341E+12
1,2/1/2021,7023,Haarlo,,7.88535E+12
1,2/1/2021,15008,Harnaschpolder,,1.36893E+13
1,2/1/2021,4022,Holten,,1.37214E+13
1,2/1/2021,15005,Houtrust,,1.19177E+13
1,2/1/2021,7015,Lichtenvoorde,,6.23033E+12
1,2/1/2021,7020,Nieuwgraaf,,4.63155E+12
1,2/1/2021,7014,Ruurlo,,3.16098E+12
1,2/1/2021,7017,Varsseveld,,1.75404E+13
1,2/1/2021,7006,Wehl,,1.58852E+13
1,2/1/2021,7016,Winterswijk,,6.66117E+12
1,2/1/2021,7019,Zutphen,,8.51553E+12
1,1/31/2021,27009,Haaren,,5.7532E+12
1,1/30/2021,11014,Amsterdam West,,2.80185E+13
1,1/30/2021,31005,Westpoort,,2.83931E+13
1,2/1/2021,12014,Beemster,,5.53272E+13
1,2/2/2021,22013,Breskens,,6.15933E+13
1,2/1/2021,5025,Den Ham,,2.19903E+13
1,2/1/2021,3030,Eelde,,1.52366E+13
1,2/1/2021,1031,Gaarkeuken,,2.17113E+13
1,2/1/2021,1033,Garmerwolde,,2.795E+13
1,2/1/2021,12016,Katwoude,,3.48479E+13
1,2/1/2021,1029,Leek,,4.3715E+13
1,2/1/2021,1032,Marum,,1.1365E+13
1,2/1/2021,1028,Onderdendam,,7.48178E+12
1,2/1/2021,22012,Oostburg,,6.99738E+12
1,2/1/2021,12026,Oosthuizen,,1.46815E+13
1,2/1/2021,22008,Retranchement,,4.44749E+13
1,2/1/2021,30013,Rimburg,,6.68382E+13
1,2/1/2021,12024,Ursem,,3.57404E+13
1,2/1/2021,1041,Wehe Den Hoorn,,0
1,2/1/2021,1030,Winsum,,2.58055E+13
1,2/1/2021,12010,Zaandam-Oost,,6.65792E+13
1,2/1/2021,28002,Asten,,2.17861E+13
1,2/1/2021,2025,Akkrum,,2.58893E+13
1,2/1/2021,8019,Bennekom,,2.11929E+13
1,2/1/2021,2028,Dokkum,,1.39167E+13
1,2/1/2021,2012,Drachten,,3.07976E+13
1,2/1/2021,2031,Heerenveen,,3.02395E+13
1,2/1/2021,2027,Lemmer,,4.49556E+13
1,2/1/2021,8005,Nijkerk,,2.93543E+13
1,2/1/2021,8024,Renkum,,1.09361E+13
1,2/1/2021,2018,Sneek,,8.70016E+12
1,2/1/2021,2037,Warns,,1.49058E+13
1,2/1/2021,2016,Wolvega,,1.43507E+13
1,2/1/2021,17016,Alblasserdam,,5.69967E+13
1,2/1/2021,17004,Ammerstol,,8.78255E+13
1,2/1/2021,25021,Bath,,4.26947E+13
1,2/1/2021,17002,Bergambacht,,4.73369E+13
1,2/1/2021,9017,Bergharen,,5.51881E+13
1,2/1/2021,17068,Berkenwoude,,8.44397E+12
1,2/1/2021,27004,Boxtel,,2.97657E+13
1,2/1/2021,25028,Dinteloord,,9.52225E+12
1,2/1/2021,9026,Dodewaard,,6.9059E+13
1,2/1/2021,17044,Dordrecht,,2.31447E+13
1,2/1/2021,9027,Druten,,4.22616E+13
1,2/1/2021,9034,Eck En Wiel,,2.25387E+13
1,2/1/2021,27003,Eindhoven,,1.9005E+13
1,2/1/2021,17065,Groot-Ammers,,3.81056E+13
1,2/1/2021,25025,Halsteren,,9.73777E+12
1,2/1/2021,17026,Hardinxveld-Giessendam,,4.42396E+13
1,2/1/2021,13004,Heemstede,,2.05904E+13
1,2/1/2021,25020,Kaatsheuvel,,3.76649E+13
1,2/1/2021,25027,Lage Zwaluwe,,0
1,2/1/2021,13030,Leimuiden,,1.61752E+13
1,2/1/2021,13047,Nieuwe Wetering,,4.87735E+12
1,2/1/2021,13038,Nieuwveen,,2.47154E+13
1,2/1/2021,25016,Nieuw-Vossemeer,,2.90568E+13
1,2/1/2021,25008,Ossendrecht,,2.37418E+13
1,2/1/2021,17013,Papendrecht,,7.57623E+13
1,2/1/2021,25012,Putte,,2.18213E+13
1,2/1/2021,25001,Rijen,,1.42657E+13
1,1/30/2021,8022,Apeldoorn,,1.37539E+13
1,1/31/2021,8023,Brummen,,1.94787E+12
1,1/31/2021,8009,Elburg,,2.29625E+13
1,1/31/2021,8017,Epe,,3.63927E+12
1,1/31/2021,8011,Harderwijk,,1.60425E+13
1,1/31/2021,8026,Hattem,,9.10689E+12
1,1/31/2021,8016,Heerde,,1.13904E+12
1,2/1/2021,10027,Amersfoort,,1.67063E+13
1,2/1/2021,2029,Birdaard,,1.58889E+13
1,2/1/2021,2023,Bolsward,,3.3145E+13
1,2/1/2021,2013,Burgum,,1.08809E+13
1,2/1/2021,4025,Dalfsen,,7.80268E+12
1,2/1/2021,2021,Damwoude,,5.21855E+12
1,1/31/2021,5011,Denekamp,,2.12653E+13
1,2/1/2021,4019,Deventer,,2.96087E+13
1,2/1/2021,3022,Emmen,,9.84367E+12
1,2/1/2021,2038,Franeker,,5.68702E+12
1,2/1/2021,2036,Grouw,,8.9747E+12
1,2/1/2021,2032,Harlingen,,1.05077E+13
1,2/1/2021,4018,Heino,,1.96712E+13
1,2/1/2021,4030,Hessenpoort,,1.62926E+13
1,2/1/2021,2022,Joure,,1.37648E+13
1,2/1/2021,4023,Kampen,,8.92045E+12
1,2/1/2021,30014,Kerkrade,,2.3673E+13
1,2/1/2021,2019,Kootstertille,,1.30044E+13
1,2/1/2021,4006,Olst,,3.38588E+12
1,2/1/2021,2002,Oosterwolde,,6.74643E+12
1,1/31/2021,5018,Ootmarsum,,1.65302E+13
1,2/1/2021,4021,Raalte,,1.21511E+13
1,2/1/2021,2041,Schiermonnikoog,,7.20038E+12
1,2/1/2021,30011,Simpelveld,,1.14439E+13
1,2/1/2021,2017,Sint Annaparochie,,7.45309E+12
1,1/23/2021,17040,Oostvoorne,,2.16569E+13
1,1/25/2021,3022,Emmen,,4.15338E+13
1,1/27/2021,3022,Emmen,,1.6057E+13
1,1/27/2021,1024,Ulrum,,0
1,1/27/2021,1029,Leek,,2.78151E+13
1,1/28/2021,17062,Heenvliet,,1.322E+13
1,1/28/2021,17041,Hellevoetsluis,,9.27001E+12
1,1/4/2021,2022,Joure,,1.1761E+13
1,1/20/2021,7017,Varsseveld,,8.80005E+13
1,1/25/2021,4020,Steenwijk,,1.12254E+13
1,2/1/2021,12022,Beverwijk,,1.9362E+13
1,1/31/2021,8025,Terwolde,,4.20322E+12
1,2/1/2021,2020,Ameland,,2.06021E+12
1,2/1/2021,2015,Gorredijk,,1.02731E+13
1,2/1/2021,2024,Sloten,,5.0299E+12
1,2/1/2021,10010,Soest,,6.00618E+12
1,2/1/2021,30022,Susteren,,3.79478E+13
1,1/31/2021,5005,Tubbergen,,1.1853E+13
1,2/1/2021,1024,Ulrum,,5.58197E+12
1,2/1/2021,10021,Veenendaal,,1.30183E+13
1,2/1/2021,30019,Wijlre,,8.14124E+12
1,2/1/2021,2030,Workum,,5.05881E+12
1,2/1/2021,10020,Woudenberg,,2.59523E+13
1,2/1/2021,4026,Zwolle,,6.13767E+12
1,2/2/2021,12006,Alkmaar,,1.0383E+13
1,2/2/2021,11005,Amstelveen,,1.37051E+13
1,2/2/2021,11014,Amsterdam West,,1.35752E+13
1,2/2/2021,12023,Den Helder,,1.20158E+13
1,2/2/2021,12012,Everstekoog,,1.38052E+13
1,2/2/2021,12013,Geestmerambacht,,1.30206E+13
1,2/2/2021,10037,Loenen,,1.1541E+13
1,2/1/2021,9030,Maasbommel,,4.14489E+13
1,2/2/2021,10034,Ronde Venen,,8.59069E+12
1,2/1/2021,17052,Sliedrecht,,3.35787E+13
1,2/2/2021,12019,Stolpen,,1.20861E+13
1,2/1/2021,9025,Tiel,,2.83463E+13
1,2/1/2021,32002,Tilburg,,1.35134E+13
1,2/2/2021,11006,Uithoorn,,1.74364E+13
1,2/1/2021,13003,Velsen,,3.48922E+13
1,2/1/2021,3001,Beilen,,8.11775E+12
1,2/1/2021,3032,Dieverbrug,,5.3365E+12
1,2/1/2021,3033,Echten,,1.80892E+13
1,2/1/2021,5002,Enschede,,1.27544E+13
1,2/1/2021,4005,Genemuiden,,1.97519E+13
1,2/1/2021,3014,Meppel,,3.73626E+13
1,2/1/2021,3027,Smilde,,1.95494E+12
1,2/1/2021,4020,Steenwijk,,1.34377E+13
1,2/2/2021,20011,Willem Annapolder,,3.14219E+13
1,2/1/2021,4017,Vollenhove,,3.91153E+12
1,2/1/2021,5020,Almelo-Sumpel,,5.3714E+13
1,2/2/2021,1044,Delfzijl,,5.62001E+12
1,2/1/2021,5003,Glanerbrug,,1.27785E+13
1,2/2/2021,12001,Heiloo,,2.01291E+13
1,2/2/2021,24001,Hulst,,1.98409E+13
1,2/2/2021,24002,Kloosterzande,,1.15995E+13
1,2/1/2021,5015,Losser,,3.25546E+13
1,2/2/2021,1038,Scheve Klap,,2.33713E+13
1,2/2/2021,23002,Terneuzen,,2.60775E+13
1,2/2/2021,1011,Uithuizermeeden,,2.79103E+13
1,2/1/2021,25003,Waalwijk,,3.66986E+13
1,2/2/2021,21001,Walcheren,,3.92118E+13
1,2/2/2021,12021,Wervershoof,,6.1328E+13
1,2/2/2021,31005,Westpoort,,2.63069E+13
1,2/2/2021,12018,Wieringen,,3.60943E+12
1,2/2/2021,12025,Wieringermeer,,5.66517E+13
1,2/1/2021,25029,Willemstad,,1.21634E+13
1,2/1/2021,13044,Zwaanshoek,,2.23623E+13
1,2/1/2021,13005,Zwanenburg,,1.36376E+13
1,2/1/2021,17078,Zwijndrecht,,1.33685E+13
1,2/1/2021,30015,Hoensbroek,,2.23022E+13
1,2/1/2021,17079,Barendrecht,,3.36412E+13
1,2/1/2021,17011,Ridderkerk,,1.7858E+14
1,2/2/2021,13049,Alphen Kerk En Zanen,,2.69311E+13
1,2/2/2021,13035,Alphen Noord,,4.27498E+13
1,2/2/2021,9013,Asperen,,3.49548E+13
1,2/2/2021,9031,Beesd,,3.84804E+13
1,2/2/2021,27011,Biest-Houtakker,,2.07537E+13
1,2/2/2021,13048,Waddinxveen-Randenburg,,2.92013E+13
1,2/2/2021,13042,Bodegraven,,4.95682E+13
1,2/2/2021,10025,Bunnik,,3.02018E+13
